enhance	enhance	VERB	VB	O
PTH	PTH	PROPN	NNP	O
secretion	secretion	NOUN	NN	O
.	.	PUNCT	.	O

Fourteen	fourteen	NUM	CD	O
weeks	week	NOUN	NNS	O
after	after	ADP	IN	O
the	the	DET	DT	O
start	start	NOUN	NN	O
of	of	ADP	IN	O
phosphate	phosphate	NOUN	NN	B-Chemical
supplementation	supplementation	NOUN	NN	O
,	,	PUNCT	,	O
half	half	NOUN	NN	O
of	of	ADP	IN	O
the	the	DET	DT	O
Nx	Nx	PROPN	NNP	O
and	and	CCONJ	CC	O
Sham	Sham	PROPN	NNP	O
dogs	dog	NOUN	NNS	O
received	receive	VERB	VBD	O
doses	dose	NOUN	NNS	O
of	of	ADP	IN	O
OCT	OCT	PROPN	NNP	B-Chemical
(	(	PUNCT	-LRB-	O
three	three	NUM	CD	O
times	time	NOUN	NNS	O
per	per	ADP	IN	O
week	week	NOUN	NN	O
)	)	PUNCT	-RRB-	O
;	;	PUNCT	:	O
the	the	DET	DT	O
other	other	ADJ	JJ	O
half	half	NOUN	NN	O
were	be	VERB	VBD	O
given	give	VERB	VBN	O
vehicle	vehicle	NOUN	NN	O
for	for	ADP	IN	O
60	60	NUM	CD	O
weeks	week	NOUN	NNS	O
.	.	PUNCT	.	O

Thereafter	thereafter	ADV	RB	O
,	,	PUNCT	,	O
the	the	DET	DT	O
treatment	treatment	NOUN	NN	O
modalities	modality	NOUN	NNS	O
for	for	ADP	IN	O
a	a	DET	DT	O
subset	subset	NOUN	NN	O
of	of	ADP	IN	O
animals	animal	NOUN	NNS	O
were	be	VERB	VBD	O
crossed	cross	VERB	VBN	O
over	over	PART	RP	O
for	for	ADP	IN	O
an	an	DET	DT	O
additional	additional	ADJ	JJ	O
eight	eight	NUM	CD	O
months	month	NOUN	NNS	O
.	.	PUNCT	.	O

Biochemical	biochemical	ADJ	JJ	O
and	and	CCONJ	CC	O
hormonal	hormonal	ADJ	JJ	O
indices	index	NOUN	NNS	O
of	of	ADP	IN	O
calcium	calcium	NOUN	NN	B-Chemical
and	and	CCONJ	CC	O
bone	bone	NOUN	NN	O
metabolism	metabolism	NOUN	NN	O
were	be	VERB	VBD	O
measured	measure	VERB	VBN	O
throughout	throughout	ADP	IN	O
the	the	DET	DT	O
study	study	NOUN	NN	O
,	,	PUNCT	,	O
and	and	CCONJ	CC	O
bone	bone	NOUN	NN	O
biopsies	biopsy	NOUN	NNS	O
were	be	VERB	VBD	O
done	do	VERB	VBN	O
at	at	ADP	IN	O
baseline	baseline	NOUN	NN	O
,	,	PUNCT	,	O
60	60	NUM	CD	O
weeks	week	NOUN	NNS	O
after	after	ADP	IN	O
OCT	OCT	PROPN	NNP	B-Chemical
or	or	CCONJ	CC	O
vehicle	vehicle	NOUN	NN	O
treatment	treatment	NOUN	NN	O
,	,	PUNCT	,	O
and	and	CCONJ	CC	O
at	at	ADP	IN	O
the	the	DET	DT	O
end	end	NOUN	NN	O
of	of	ADP	IN	O
the	the	DET	DT	O
crossover	crossover	NOUN	NN	O
period	period	NOUN	NN	O
.	.	PUNCT	.	O

RESULTS	results	NOUN	NN	O
:	:	PUNCT	:	O
In	in	ADP	IN	O
Nx	Nx	PROPN	NNP	O
dogs	dog	NOUN	NNS	O
,	,	PUNCT	,	O
OCT	OCT	PROPN	NNP	B-Chemical
significantly	significantly	ADV	RB	O
decreased	decrease	VERB	VBD	O
serum	serum	ADJ	JJ	O
PTH	PTH	PROPN	NNP	O
levels	level	NOUN	NNS	O
soon	soon	ADV	RB	O
after	after	ADP	IN	O
the	the	DET	DT	O
induction	induction	NOUN	NN	O
of	of	ADP	IN	O
renal	renal	ADJ	JJ	B-Disease
insufficiency	insufficiency	NOUN	NN	I-Disease
.	.	PUNCT	.	O

In	in	ADP	IN	O
long	long	ADV	RB	O
-	-	PUNCT	HYPH	O
standing	stand	VERB	VBG	O
secondary	secondary	ADJ	JJ	B-Disease
hyperparathyroidism	hyperparathyroidism	NOUN	NN	I-Disease
,	,	PUNCT	,	O
OCT	OCT	PROPN	NNP	B-Chemical
(	(	PUNCT	-LRB-	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
03	03	NUM	CD	O
microg	microg	NOUN	NN	O
/	/	SYM	SYM	O
kg	kg	NOUN	NN	O
)	)	PUNCT	-RRB-	O
stabilized	stabilize	VERB	VBD	O
serum	serum	NOUN	NN	O
PTH	PTH	PROPN	NNP	O
levels	level	NOUN	NNS	O
during	during	ADP	IN	O
the	the	DET	DT	O
first	first	ADJ	JJ	O
months	month	NOUN	NNS	O
.	.	PUNCT	.	O

Serum	Serum	PROPN	NNP	O
PTH	PTH	PROPN	NNP	O
levels	level	NOUN	NNS	O
rose	rise	VERB	VBD	O
thereafter	thereafter	ADV	RB	O
,	,	PUNCT	,	O
but	but	CCONJ	CC	O
the	the	DET	DT	O
rise	rise	NOUN	NN	O
was	be	VERB	VBD	O
less	less	ADV	RBR	O
pronounced	pronounce	VERB	VBN	O
compared	compare	VERB	VBN	O
with	with	ADP	IN	O
baseline	baseline	NOUN	NN	O
than	than	ADP	IN	O
the	the	DET	DT	O
rise	rise	NOUN	NN	O
seen	see	VERB	VBN	O
in	in	ADP	IN	O
Nx	Nx	PROPN	NNP	O
control	control	NOUN	NN	O
.	.	PUNCT	.	O

These	these	DET	DT	O
effects	effect	NOUN	NNS	O
were	be	VERB	VBD	O
accompanied	accompany	VERB	VBN	O
by	by	ADP	IN	O
episodes	episode	NOUN	NNS	O
of	of	ADP	IN	O
hypercalcemia	hypercalcemia	NOUN	NN	B-Disease
and	and	CCONJ	CC	O
hyperphosphatemia	hyperphosphatemia	NOUN	NN	B-Disease
.	.	PUNCT	.	O

In	in	ADP	IN	O
animals	animal	NOUN	NNS	O
with	with	ADP	IN	O
normal	normal	ADJ	JJ	O
renal	renal	ADJ	JJ	O
function	function	NOUN	NN	O
,	,	PUNCT	,	O
OCT	OCT	PROPN	NNP	B-Chemical
induced	induce	VERB	VBD	O
a	a	DET	DT	O
transient	transient	ADJ	JJ	O
decrease	decrease	NOUN	NN	O
in	in	ADP	IN	O
serum	serum	ADJ	JJ	O
PTH	PTH	PROPN	NNP	O
levels	level	NOUN	NNS	O
at	at	ADP	IN	O
a	a	DET	DT	O
dose	dose	NOUN	NN	O
of	of	ADP	IN	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
1	1	NUM	CD	O
microg	microg	NOUN	NN	O
/	/	SYM	SYM	O
kg	kg	NOUN	NN	O
,	,	PUNCT	,	O
which	which	DET	WDT	O
was	be	VERB	VBD	O
not	not	ADV	RB	O
sustained	sustain	VERB	VBN	O
with	with	ADP	IN	O
lowering	lower	VERB	VBG	O
of	of	ADP	IN	O
the	the	DET	DT	O
doses	dose	NOUN	NNS	O
.	.	PUNCT	.	O

In	in	ADP	IN	O
Nx	Nx	PROPN	NNP	O
dogs	dog	NOUN	NNS	O
,	,	PUNCT	,	O
OCT	OCT	PROPN	NNP	B-Chemical
reversed	reverse	VERB	VBD	O
abnormal	abnormal	ADJ	JJ	O
bone	bone	NOUN	NN	O
formation	formation	NOUN	NN	O
,	,	PUNCT	,	O
such	such	ADJ	JJ	O
as	as	ADP	IN	O
woven	weave	VERB	VBN	B-Disease
osteoid	osteoid	VERB	VB	I-Disease
and	and	CCONJ	CC	O
fibrosis	fibrosis	NOUN	NN	B-Disease
,	,	PUNCT	,	O
but	but	CCONJ	CC	O
did	do	VERB	VBD	O
not	not	ADV	RB	O
significantly	significantly	ADV	RB	O
alter	alter	VERB	VB	O
the	the	DET	DT	O
level	level	NOUN	NN	O
of	of	ADP	IN	O
bone	bone	NOUN	NN	O
turnover	turnover	NOUN	NN	O
.	.	PUNCT	.	O

In	in	ADP	IN	O
addition	addition	NOUN	NN	O
,	,	PUNCT	,	O
OCT	OCT	PROPN	NNP	B-Chemical
improved	improve	VERB	VBD	O
mineralization	mineralization	NOUN	NN	O
lag	lag	NOUN	NN	O
time	time	NOUN	NN	O
,	,	PUNCT	,	O
(	(	PUNCT	-LRB-	O
that	that	ADV	RB	O
is	is	ADV	RB	O
,	,	PUNCT	,	O
the	the	DET	DT	O
rate	rate	NOUN	NN	O
at	at	ADP	IN	O
which	which	DET	WDT	O
osteoid	osteoid	NOUN	NN	O
mineralizes	mineralize	NOUN	NNS	O
)	)	PUNCT	-RRB-	O
in	in	ADP	IN	O
both	both	DET	DT	O
Nx	Nx	PROPN	NNP	O
and	and	CCONJ	CC	O
Sham	Sham	PROPN	NNP	O
dogs	dog	NOUN	NNS	O
.	.	PUNCT	.	O

CONCLUSIONS	conclusion	NOUN	NNS	O
:	:	PUNCT	:	O
These	these	DET	DT	O
results	result	NOUN	NNS	O
indicate	indicate	VERB	VBP	O
that	that	ADP	IN	O
even	even	ADV	RB	O
though	though	ADP	IN	O
OCT	OCT	PROPN	NNP	B-Chemical
does	do	VERB	VBZ	O
not	not	ADV	RB	O
completely	completely	ADV	RB	O
prevent	prevent	VERB	VB	O
the	the	DET	DT	O
occurrence	occurrence	NOUN	NN	O
of	of	ADP	IN	O
hypercalcemia	hypercalcemia	NOUN	NN	B-Disease
in	in	ADP	IN	O
experimental	experimental	ADJ	JJ	O
dogs	dog	NOUN	NNS	O
with	with	ADP	IN	O
renal	renal	ADJ	JJ	B-Disease
insufficiency	insufficiency	NOUN	NN	I-Disease
,	,	PUNCT	,	O
it	-PRON-	PRON	PRP	O
may	may	VERB	MD	O
be	be	VERB	VB	O
of	of	ADP	IN	O
use	use	NOUN	NN	O
in	in	ADP	IN	O
the	the	DET	DT	O
management	management	NOUN	NN	O
of	of	ADP	IN	O
secondary	secondary	ADJ	JJ	B-Disease
hyperparathyroidism	hyperparathyroidism	NOUN	NN	I-Disease
because	because	ADP	IN	O
it	-PRON-	PRON	PRP	O
does	do	VERB	VBZ	O
not	not	ADV	RB	O
induce	induce	VERB	VB	O
low	low	ADJ	JJ	B-Disease
bone	bone	NOUN	NN	I-Disease
turnover	turnover	NOUN	NN	I-Disease
and	and	CCONJ	CC	O
,	,	PUNCT	,	O
therefore	therefore	ADV	RB	O
,	,	PUNCT	,	O
does	do	VERB	VBZ	O
not	not	ADV	RB	O
increase	increase	VERB	VB	O
the	the	DET	DT	O
risk	risk	NOUN	NN	O
of	of	ADP	IN	O
adynamic	adynamic	ADJ	JJ	B-Disease
bone	bone	NOUN	NN	I-Disease
disease	disease	NOUN	NN	I-Disease
.	.	PUNCT	.	O

Hypotension	Hypotension	PROPN	NNP	B-Disease
,	,	PUNCT	,	O
bradycardia	bradycardia	NOUN	NN	B-Disease
,	,	PUNCT	,	O
and	and	CCONJ	CC	O
asystole	asystole	ADV	RB	B-Disease
after	after	ADP	IN	O
high	high	ADJ	JJ	O
-	-	PUNCT	HYPH	O
dose	dose	NOUN	NN	O
intravenous	intravenous	ADJ	JJ	O
methylprednisolone	methylprednisolone	NOUN	NN	B-Chemical
in	in	ADP	IN	O
a	a	DET	DT	O
monitored	monitor	VERB	VBN	O
patient	patient	NOUN	NN	O
.	.	PUNCT	.	O

We	-PRON-	PRON	PRP	O
report	report	VERB	VBP	O
a	a	DET	DT	O
case	case	NOUN	NN	O
of	of	ADP	IN	O
hypotension	hypotension	NOUN	NN	B-Disease
,	,	PUNCT	,	O
bradycardia	bradycardia	NOUN	NN	B-Disease
,	,	PUNCT	,	O
and	and	CCONJ	CC	O
asystole	asystole	ADV	RB	B-Disease
after	after	ADP	IN	O
intravenous	intravenous	ADJ	JJ	O
administration	administration	NOUN	NN	O
of	of	ADP	IN	O
high	high	ADJ	JJ	O
-	-	PUNCT	HYPH	O
dose	dose	NOUN	NN	O
methylprednisolone	methylprednisolone	NOUN	NN	B-Chemical
in	in	ADP	IN	O
a	a	DET	DT	O
73	73	NUM	CD	O
-	-	PUNCT	HYPH	O
year	year	NOUN	NN	O
-	-	PUNCT	HYPH	O
old	old	ADJ	JJ	O
patient	patient	NOUN	NN	O
who	who	PRON	WP	O
underwent	undergo	VERB	VBD	O
electrocardiographic	electrocardiographic	PROPN	NNP	O
(	(	PUNCT	-LRB-	O
ECG	ECG	PROPN	NNP	O
)	)	PUNCT	-RRB-	O
monitoring	monitor	VERB	VBG	O
throughout	throughout	ADP	IN	O
the	the	DET	DT	O
episode	episode	NOUN	NN	O
.	.	PUNCT	.	O

There	there	ADV	EX	O
was	be	VERB	VBD	O
a	a	DET	DT	O
history	history	NOUN	NN	O
of	of	ADP	IN	O
ischemic	ischemic	ADJ	JJ	B-Disease
cardiac	cardiac	ADJ	JJ	B-Disease
disease	disease	NOUN	NN	I-Disease
9	9	NUM	CD	O
years	year	NOUN	NNS	O
earlier	earlier	ADV	RBR	O
.	.	PUNCT	.	O

The	the	DET	DT	O
patient	patient	NOUN	NN	O
was	be	VERB	VBD	O
admitted	admit	VERB	VBN	O
with	with	ADP	IN	O
a	a	DET	DT	O
pulmonary	pulmonary	ADJ	JJ	B-Disease
-	-	PUNCT	HYPH	I-Disease
renal	renal	NOUN	NN	I-Disease
syndrome	syndrome	NOUN	NN	I-Disease
with	with	ADP	IN	O
hemoptysis	hemoptysis	NOUN	NN	B-Disease
,	,	PUNCT	,	O
rapidly	rapidly	ADV	RB	O
progressive	progressive	ADJ	JJ	O
renal	renal	ADJ	JJ	B-Disease
failure	failure	NOUN	NN	I-Disease
,	,	PUNCT	,	O
and	and	CCONJ	CC	O
hypoxemia	hypoxemia	NOUN	NN	B-Disease
that	that	DET	WDT	O
required	require	VERB	VBD	O
mechanical	mechanical	ADJ	JJ	O
ventilation	ventilation	NOUN	NN	O
in	in	ADP	IN	O
the	the	DET	DT	O
intensive	intensive	ADJ	JJ	O
care	care	NOUN	NN	O
unit	unit	NOUN	NN	O
.	.	PUNCT	.	O

After	after	ADP	IN	O
receiving	receive	VERB	VBG	O
advanced	advanced	ADJ	JJ	O
cardiopulmonary	cardiopulmonary	ADJ	JJ	O
resuscitation	resuscitation	NOUN	NN	O
,	,	PUNCT	,	O
the	the	DET	DT	O
patient	patient	NOUN	NN	O
recovered	recover	VERB	VBD	O
cardiac	cardiac	ADJ	JJ	O
rhythm	rhythm	NOUN	NN	O
.	.	PUNCT	.	O

The	the	DET	DT	O
ECG	ECG	PROPN	NNP	O
showed	show	VERB	VBD	O
a	a	DET	DT	O
junctional	junctional	ADJ	JJ	O
rhythm	rhythm	NOUN	NN	O
without	without	ADP	IN	O
ventricular	ventricular	ADJ	JJ	B-Disease
arrhythmia	arrhythmia	NOUN	NN	I-Disease
.	.	PUNCT	.	O

This	this	DET	DT	O
study	study	NOUN	NN	O
reviews	review	VERB	VBZ	O
the	the	DET	DT	O
current	current	ADJ	JJ	O
proposed	propose	VERB	VBN	O
mechanisms	mechanism	NOUN	NNS	O
of	of	ADP	IN	O
sudden	sudden	ADJ	JJ	B-Disease
death	death	NOUN	NN	I-Disease
after	after	ADP	IN	O
a	a	DET	DT	O
high	high	ADJ	JJ	O
dose	dose	NOUN	NN	O
of	of	ADP	IN	O
intravenous	intravenous	ADJ	JJ	O
methylprednisolone	methylprednisolone	NOUN	NN	B-Chemical
(	(	PUNCT	-LRB-	O
IVMP	IVMP	PROPN	NNP	B-Chemical
)	)	PUNCT	-RRB-	O
.	.	PUNCT	.	O

These	these	DET	DT	O
mechanisms	mechanism	NOUN	NNS	O
are	be	VERB	VBP	O
not	not	ADV	RB	O
well	well	ADV	RB	O
understood	understand	VERB	VBN	O
because	because	ADP	IN	O
,	,	PUNCT	,	O
in	in	ADP	IN	O
most	most	ADJ	JJS	O
cases	case	NOUN	NNS	O
,	,	PUNCT	,	O
the	the	DET	DT	O
patients	patient	NOUN	NNS	O
were	be	VERB	VBD	O
not	not	ADV	RB	O
monitored	monitor	VERB	VBN	O
at	at	ADP	IN	O
the	the	DET	DT	O
moment	moment	NOUN	NN	O
of	of	ADP	IN	O
the	the	DET	DT	O
event	event	NOUN	NN	O
.	.	PUNCT	.	O

Rapid	rapid	ADJ	JJ	O
infusion	infusion	NOUN	NN	O
and	and	CCONJ	CC	O
underlying	underlie	VERB	VBG	O
cardiac	cardiac	ADJ	JJ	B-Disease
disease	disease	NOUN	NN	I-Disease
were	be	VERB	VBD	O
important	important	ADJ	JJ	O
risk	risk	NOUN	NN	O
factors	factor	NOUN	NNS	O
in	in	ADP	IN	O
the	the	DET	DT	O
case	case	NOUN	NN	O
reported	report	VERB	VBN	O
here	here	ADV	RB	O
,	,	PUNCT	,	O
and	and	CCONJ	CC	O
the	the	DET	DT	O
authors	author	NOUN	NNS	O
discount	discount	VERB	VBP	O
ventricular	ventricular	ADJ	JJ	B-Disease
arrhythmia	arrhythmia	NOUN	NN	I-Disease
as	as	ADP	IN	O
the	the	DET	DT	O
main	main	ADJ	JJ	O
mechanism	mechanism	NOUN	NN	O
.	.	PUNCT	.	O

Worsening	worsen	VERB	VBG	O
of	of	ADP	IN	O
levodopa	levodopa	ADJ	JJ	B-Chemical
-	-	PUNCT	HYPH	O
induced	induced	ADJ	JJ	O
dyskinesias	dyskinesia	NOUN	NNS	B-Disease
by	by	ADP	IN	O
motor	motor	NOUN	NN	O
and	and	CCONJ	CC	O
mental	mental	ADJ	JJ	O
tasks	task	NOUN	NNS	O
.	.	PUNCT	.	O

Ten	ten	NUM	CD	O
patients	patient	NOUN	NNS	O
who	who	PRON	WP	O
had	have	VERB	VBD	O
Parkinson	Parkinson	PROPN	NNP	B-Disease
'	'	PART	POS	I-Disease
s	s	PART	POS	I-Disease
disease	disease	NOUN	NN	I-Disease
with	with	ADP	IN	O
disabling	disable	VERB	VBG	O
dyskinesia	dyskinesia	NOUN	NN	B-Disease
were	be	VERB	VBD	O
included	include	VERB	VBN	O
in	in	ADP	IN	O
this	this	DET	DT	O
study	study	NOUN	NN	O
to	to	PART	TO	O
evaluate	evaluate	VERB	VB	O
the	the	DET	DT	O
role	role	NOUN	NN	O
of	of	ADP	IN	O
mental	mental	ADJ	JJ	O
(	(	PUNCT	-LRB-	O
mental	mental	ADJ	JJ	O
calculation	calculation	NOUN	NN	O
)	)	PUNCT	-RRB-	O
and	and	CCONJ	CC	O
motor	motor	NOUN	NN	O
(	(	PUNCT	-LRB-	O
flexion	flexion	NOUN	NN	O
/	/	SYM	SYM	O
extension	extension	NOUN	NN	O
of	of	ADP	IN	O
right	right	ADJ	JJ	O
fingers	finger	NOUN	NNS	O
,	,	PUNCT	,	O
flexion	flexion	NOUN	NN	O
/	/	SYM	SYM	O
extension	extension	NOUN	NN	O
of	of	ADP	IN	O
left	left	ADJ	JJ	O
fingers	finger	NOUN	NNS	O
,	,	PUNCT	,	O
flexion	flexion	NOUN	NN	O
/	/	SYM	SYM	O
extension	extension	NOUN	NN	O
of	of	ADP	IN	O
the	the	DET	DT	O
neck	neck	NOUN	NN	O
,	,	PUNCT	,	O
speaking	speak	VERB	VBG	O
aloud	aloud	ADV	RB	O
)	)	PUNCT	-RRB-	O
tasks	task	NOUN	NNS	O
on	on	ADP	IN	O
the	the	DET	DT	O
worsening	worsening	NOUN	NN	O
of	of	ADP	IN	O
peak	peak	NOUN	NN	O
-	-	PUNCT	HYPH	O
dose	dose	NOUN	NN	O
dyskinesia	dyskinesia	NOUN	NN	B-Disease
following	follow	VERB	VBG	O
administration	administration	NOUN	NN	O
of	of	ADP	IN	O
an	an	DET	DT	O
effective	effective	ADJ	JJ	O
single	single	ADJ	JJ	O
dose	dose	NOUN	NN	O
of	of	ADP	IN	O
apomorphine	apomorphine	NOUN	NN	B-Chemical
.	.	PUNCT	.	O

Compared	compare	VERB	VBN	O
with	with	ADP	IN	O
the	the	DET	DT	O
score	score	NOUN	NN	O
at	at	ADP	IN	O
rest	rest	NOUN	NN	O
(	(	PUNCT	-LRB-	O
1	1	NUM	CD	O
.	.	PUNCT	.	O
3	3	NUM	CD	O
+	+	SYM	SYM	O
/	/	SYM	SYM	O
-	-	SYM	SYM	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
3	3	NUM	CD	O
)	)	PUNCT	-RRB-	O
,	,	PUNCT	,	O
a	a	DET	DT	O
significant	significant	ADJ	JJ	O
aggravation	aggravation	NOUN	NN	O
of	of	ADP	IN	O
the	the	DET	DT	O
dyskinesia	dyskinesia	ADJ	JJ	B-Disease
score	score	NOUN	NN	O
was	be	VERB	VBD	O
observed	observe	VERB	VBN	O
during	during	ADP	IN	O
speaking	speak	VERB	VBG	O
aloud	aloud	ADV	RB	O
(	(	PUNCT	-LRB-	O
5	5	NUM	CD	O
.	.	PUNCT	.	O
2	2	NUM	CD	O
+	+	SYM	SYM	O
/	/	SYM	SYM	O
-	-	PUNCT	HYPH	O
1	1	NUM	CD	O
.	.	PUNCT	.	O
1	1	NUM	CD	O
,	,	PUNCT	,	O
p	p	PUNCT	LS	O
<	<	X	XX	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
05	05	NUM	CD	O
)	)	PUNCT	-RRB-	O
,	,	PUNCT	,	O
movements	movement	NOUN	NNS	O
of	of	ADP	IN	O
right	right	NOUN	NN	O
(	(	PUNCT	-LRB-	O
4	4	NUM	CD	O
.	.	PUNCT	.	O
5	5	NUM	CD	O
+	+	SYM	SYM	O
/	/	SYM	SYM	O
-	-	PUNCT	HYPH	O
1	1	NUM	CD	O
.	.	PUNCT	.	O
0	0	PUNCT	NFP	O
,	,	PUNCT	,	O
p	p	PUNCT	LS	O
<	<	X	XX	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
05	05	NUM	CD	O
)	)	PUNCT	-RRB-	O
and	and	CCONJ	CC	O
left	leave	VERB	VBD	O
(	(	PUNCT	-LRB-	O
3	3	NUM	CD	O
.	.	PUNCT	.	O
7	7	NUM	CD	O
+	+	SYM	SYM	O
/	/	SYM	SYM	O
-	-	SYM	SYM	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
8	8	NUM	CD	O
,	,	PUNCT	,	O
p	p	NOUN	NN	O
<	<	X	XX	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
05	05	NUM	CD	O
)	)	PUNCT	-RRB-	O
fingers	finger	NOUN	NNS	O
,	,	PUNCT	,	O
movements	movement	NOUN	NNS	O
of	of	ADP	IN	O
the	the	DET	DT	O
neck	neck	NOUN	NN	O
(	(	PUNCT	-LRB-	O
5	5	NUM	CD	O
.	.	PUNCT	.	O
1	1	NUM	CD	O
+	+	SYM	SYM	O
/	/	SYM	SYM	O
-	-	PUNCT	HYPH	O
1	1	NUM	CD	O
.	.	PUNCT	.	O
0	0	PUNCT	NFP	O
,	,	PUNCT	,	O
p	p	PUNCT	LS	O
<	<	X	XX	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
05	05	NUM	CD	O
)	)	PUNCT	-RRB-	O
,	,	PUNCT	,	O
and	and	CCONJ	CC	O
mental	mental	ADJ	JJ	O
calculation	calculation	NOUN	NN	O
(	(	PUNCT	-LRB-	O
3	3	NUM	CD	O
.	.	PUNCT	.	O
1	1	NUM	CD	O
+	+	SYM	SYM	O
/	/	SYM	SYM	O
