Selegiline	Selegiline	PROPN	NNP	B-Chemical
repeatedly	repeatedly	ADV	RB	O
in	in	ADP	IN	O
PD	pd	NOUN	NN	B-Disease
patients	patient	NOUN	NNS	O
receiving	receive	VERB	VBG	O
selegiline	selegiline	NOUN	NN	B-Chemical
and	and	CCONJ	CC	O
as	as	ADP	IN	O
the	the	DET	DT	O
drug	drug	NOUN	NN	O
was	be	VERB	VBD	O
withdrawn	withdraw	VERB	VBN	O
.	.	PUNCT	.	O

RESULTS	RESULTS	PROPN	NNP	O
:	:	PUNCT	:	O
Head	Head	PROPN	NNP	O
-	-	PUNCT	HYPH	O
up	up	PART	RP	O
tilt	tilt	NOUN	NN	O
caused	cause	VERB	VBD	O
systolic	systolic	ADJ	JJ	B-Disease
orthostatic	orthostatic	ADJ	JJ	I-Disease
hypotension	hypotension	NOUN	NN	I-Disease
which	which	DET	WDT	O
was	be	VERB	VBD	O
marked	mark	VERB	VBN	O
in	in	ADP	IN	O
six	six	NUM	CD	O
of	of	ADP	IN	O
20	20	NUM	CD	O
PD	pd	NOUN	NN	B-Disease
patients	patient	NOUN	NNS	O
on	on	ADP	IN	O
selegiline	selegiline	NOUN	NN	B-Chemical
,	,	PUNCT	,	O
one	one	NUM	CD	O
of	of	ADP	IN	O
whom	whom	PRON	WP	O
lost	lose	VERB	VBD	O
consciousness	consciousness	NOUN	NN	O
with	with	ADP	IN	O
unrecordable	unrecordable	ADJ	JJ	O
blood	blood	NOUN	NN	O
pressures	pressure	NOUN	NNS	O
.	.	PUNCT	.	O

A	a	DET	DT	O
lesser	less	ADJ	JJR	O
degree	degree	NOUN	NN	O
of	of	ADP	IN	O
orthostatic	orthostatic	ADJ	JJ	B-Disease
hypotension	hypotension	NOUN	NN	I-Disease
occurred	occur	VERB	VBD	O
with	with	ADP	IN	O
standing	standing	NOUN	NN	O
.	.	PUNCT	.	O

Orthostatic	orthostatic	ADJ	JJ	B-Disease
hypotension	hypotension	NOUN	NN	I-Disease
was	be	VERB	VBD	O
ameliorated	ameliorate	VERB	VBN	O
4	4	NUM	CD	O
days	day	NOUN	NNS	O
after	after	ADP	IN	O
withdrawal	withdrawal	NOUN	NN	O
of	of	ADP	IN	O
selegiline	selegiline	NOUN	NN	B-Chemical
and	and	CCONJ	CC	O
totally	totally	ADV	RB	O
abolished	abolish	VERB	VBD	O
7	7	NUM	CD	O
days	day	NOUN	NNS	O
after	after	ADP	IN	O
discontinuation	discontinuation	NOUN	NN	O
of	of	ADP	IN	O
the	the	DET	DT	O
drug	drug	NOUN	NN	O
.	.	PUNCT	.	O

Stopping	stop	VERB	VBG	O
selegiline	selegiline	NOUN	NN	B-Chemical
also	also	ADV	RB	O
significantly	significantly	ADV	RB	O
reduced	reduce	VERB	VBD	B-Disease
the	the	DET	DT	I-Disease
supine	supine	NOUN	NN	I-Disease
systolic	systolic	NOUN	NN	I-Disease
and	and	CCONJ	CC	I-Disease
diastolic	diastolic	ADJ	JJ	I-Disease
blood	blood	NOUN	NN	I-Disease
pressures	pressure	NOUN	NNS	I-Disease
consistent	consistent	ADJ	JJ	O
with	with	ADP	IN	O
a	a	DET	DT	O
previously	previously	ADV	RB	O
undescribed	undescribe	VERB	VBN	O
supine	supine	NOUN	NN	O
pressor	pressor	NOUN	NN	O
action	action	NOUN	NN	O
.	.	PUNCT	.	O

CONCLUSION	conclusion	NOUN	NN	O
:	:	PUNCT	:	O
This	this	DET	DT	O
study	study	NOUN	NN	O
confirms	confirm	VERB	VBZ	O
our	-PRON-	DET	PRP$	O
previous	previous	ADJ	JJ	O
finding	finding	NOUN	NN	O
that	that	DET	WDT	O
selegiline	selegiline	VERB	VBP	B-Chemical
in	in	ADP	IN	O
combination	combination	NOUN	NN	O
with	with	ADP	IN	O
L	l	NOUN	NN	B-Chemical
-	-	PUNCT	HYPH	I-Chemical
dopa	dopa	NOUN	NN	I-Chemical
is	be	VERB	VBZ	O
associated	associate	VERB	VBN	O
with	with	ADP	IN	O
selective	selective	ADJ	JJ	O
orthostatic	orthostatic	ADJ	JJ	B-Disease
hypotension	hypotension	NOUN	NN	I-Disease
.	.	PUNCT	.	O

The	the	DET	DT	O
possibilities	possibility	NOUN	NNS	O
that	that	ADP	IN	O
these	these	DET	DT	O
cardiovascular	cardiovascular	ADJ	JJ	O
findings	finding	NOUN	NNS	O
might	may	VERB	MD	O
be	be	VERB	VB	O
the	the	DET	DT	O
result	result	NOUN	NN	O
of	of	ADP	IN	O
non	non	ADJ	JJ	O
-	-	ADJ	JJ	O
selective	selective	ADJ	JJ	O
inhibition	inhibition	NOUN	NN	O
of	of	ADP	IN	O
monoamine	monoamine	NOUN	NN	O
oxidase	oxidase	NOUN	NN	O
or	or	CCONJ	CC	O
of	of	ADP	IN	O
amphetamine	amphetamine	NOUN	NN	B-Chemical
and	and	CCONJ	CC	O
metamphetamine	metamphetamine	NOUN	NN	B-Chemical
are	be	VERB	VBP	O
discussed	discuss	VERB	VBN	O
.	.	PUNCT	.	O

Further	further	ADJ	JJ	O
studies	study	NOUN	NNS	O
on	on	ADP	IN	O
effects	effect	NOUN	NNS	O
of	of	ADP	IN	O
irrigation	irrigation	NOUN	NN	O
solutions	solution	NOUN	NNS	O
on	on	ADP	IN	O
rat	rat	NOUN	NN	O
bladders	bladder	NOUN	NNS	O
.	.	PUNCT	.	O

Further	further	ADJ	JJ	O
studies	study	NOUN	NNS	O
on	on	ADP	IN	O
the	the	DET	DT	O
effects	effect	NOUN	NNS	O
of	of	ADP	IN	O
certain	certain	ADJ	JJ	O
irrigating	irrigating	NOUN	NN	O
fluids	fluid	NOUN	NNS	O
on	on	ADP	IN	O
the	the	DET	DT	O
rat	rat	NOUN	NN	O
bladder	bladder	NOUN	NN	O
for	for	ADP	IN	O
18	18	NUM	CD	O
hours	hour	NOUN	NNS	O
are	be	VERB	VBP	O
reported	report	VERB	VBN	O
.	.	PUNCT	.	O

The	the	DET	DT	O
results	result	NOUN	NNS	O
have	have	VERB	VBP	O
shown	show	VERB	VBN	O
that	that	ADP	IN	O
the	the	DET	DT	O
degradation	degradation	NOUN	NN	O
product	product	NOUN	NN	O
p	p	NOUN	NN	B-Chemical
-	-	PUNCT	HYPH	I-Chemical
choloroaniline	choloroaniline	NOUN	NN	I-Chemical
is	be	VERB	VBZ	O
not	not	ADV	RB	O
a	a	DET	DT	O
significant	significant	ADJ	JJ	O
factor	factor	NOUN	NN	O
in	in	ADP	IN	O
chlorhexidine	chlorhexidine	NOUN	NN	B-Chemical
-	-	PUNCT	HYPH	I-Chemical
digluconate	digluconate	ADJ	JJ	I-Chemical
associated	associate	VERB	VBN	O
erosive	erosive	ADJ	JJ	O
cystitis	cystitis	NOUN	NN	B-Disease
.	.	PUNCT	.	O

A	a	DET	DT	O
high	high	ADJ	JJ	O
percentage	percentage	NOUN	NN	O
of	of	ADP	IN	O
kanamycin	kanamycin	NOUN	NN	B-Chemical
-	-	PUNCT	HYPH	O
colistin	colistin	NOUN	NN	B-Chemical
and	and	CCONJ	CC	O
povidone	povidone	NOUN	NN	B-Chemical
-	-	PUNCT	HYPH	I-Chemical
iodine	iodine	NOUN	NN	I-Chemical
irrigations	irrigation	NOUN	NNS	O
were	be	VERB	VBD	O
associated	associate	VERB	VBN	O
with	with	ADP	IN	O
erosive	erosive	ADJ	JJ	O
cystitis	cystitis	NOUN	NN	B-Disease
and	and	CCONJ	CC	O
suggested	suggest	VERB	VBD	O
a	a	DET	DT	O
possible	possible	ADJ	JJ	O
complication	complication	NOUN	NN	O
with	with	ADP	IN	O
human	human	ADJ	JJ	O
usage	usage	NOUN	NN	O
.	.	PUNCT	.	O

Picloxydine	picloxydine	ADJ	JJ	B-Chemical
irrigations	irrigation	NOUN	NNS	O
appeared	appear	VERB	VBD	O
to	to	PART	TO	O
have	have	VERB	VB	O
a	a	DET	DT	O
lower	low	ADJ	JJR	O
incidence	incidence	NOUN	NN	O
of	of	ADP	IN	O
erosive	erosive	ADJ	JJ	O
cystitis	cystitis	NOUN	NN	B-Disease
but	but	CCONJ	CC	O
further	further	ADJ	JJ	O
studies	study	NOUN	NNS	O
would	would	VERB	MD	O
have	have	VERB	VB	O
to	to	PART	TO	O
be	be	VERB	VB	O
performed	perform	VERB	VBN	O
before	before	ADP	IN	O
it	-PRON-	PRON	PRP	O
could	could	VERB	MD	O
be	be	VERB	VB	O
recommended	recommend	VERB	VBN	O
for	for	ADP	IN	O
use	use	NOUN	NN	O
in	in	ADP	IN	O
urological	urological	ADJ	JJ	O
procedures	procedure	NOUN	NNS	O
.	.	PUNCT	.	O

Effects	effect	NOUN	NNS	O
of	of	ADP	IN	O
tetrandrine	tetrandrine	NOUN	NN	B-Chemical
and	and	CCONJ	CC	O
fangchinoline	fangchinoline	NOUN	NN	B-Chemical
on	on	ADP	IN	O
experimental	experimental	ADJ	JJ	O
thrombosis	thrombosis	NOUN	NN	B-Disease
in	in	ADP	IN	O
mice	mouse	NOUN	NNS	O
and	and	CCONJ	CC	O
human	human	ADJ	JJ	O
platelet	platelet	NOUN	NN	B-Disease
aggregation	aggregation	NOUN	NN	I-Disease
.	.	PUNCT	.	O

Tetrandrine	Tetrandrine	PROPN	NNP	B-Chemical
(	(	PUNCT	-LRB-	O
TET	TET	PROPN	NNP	B-Chemical
)	)	PUNCT	-RRB-	O
and	and	CCONJ	CC	O
fangchinoline	fangchinoline	NOUN	NN	B-Chemical
(	(	PUNCT	-LRB-	O
FAN	FAN	PROPN	NNP	B-Chemical
)	)	PUNCT	-RRB-	O
are	be	VERB	VBP	O
two	two	NUM	CD	O
naturally	naturally	ADV	RB	O
occurring	occur	VERB	VBG	O
analogues	analogue	NOUN	NNS	O
with	with	ADP	IN	O
a	a	DET	DT	O
bisbenzylisoquinoline	bisbenzylisoquinoline	NOUN	NN	B-Chemical
structure	structure	NOUN	NN	O
.	.	PUNCT	.	O

The	the	DET	DT	O
present	present	ADJ	JJ	O
study	study	NOUN	NN	O
was	be	VERB	VBD	O
undertaken	undertake	VERB	VBN	O
to	to	PART	TO	O
investigate	investigate	VERB	VB	O
the	the	DET	DT	O
effects	effect	NOUN	NNS	O
of	of	ADP	IN	O
TET	TET	PROPN	NNP	B-Chemical
and	and	CCONJ	CC	O
FAN	FAN	PROPN	NNP	B-Chemical
on	on	ADP	IN	O
the	the	DET	DT	O
experimental	experimental	ADJ	JJ	O
thrombosis	thrombosis	NOUN	NN	B-Disease
induced	induce	VERB	VBN	O
by	by	ADP	IN	O
collagen	collagen	NOUN	NN	O
plus	plus	CCONJ	CC	O
epinephrine	epinephrine	NOUN	NN	B-Chemical
(	(	PUNCT	-LRB-	O
EP	EP	PROPN	NNP	B-Chemical
)	)	PUNCT	-RRB-	O
in	in	ADP	IN	O
mice	mouse	NOUN	NNS	O
,	,	PUNCT	,	O
and	and	CCONJ	CC	O
platelet	platelet	NOUN	NN	B-Disease
aggregation	aggregation	NOUN	NN	I-Disease
and	and	CCONJ	CC	O
blood	blood	NOUN	NN	B-Disease
coagulation	coagulation	NOUN	NN	I-Disease
in	in	ADP	IN	O
vitro	vitro	X	FW	O
.	.	PUNCT	.	O

In	in	ADP	IN	O
the	the	DET	DT	O
in	in	ADP	IN	O
vivo	vivo	NOUN	NNS	O
study	study	VERB	VBP	O
,	,	PUNCT	,	O
the	the	DET	DT	O
administration	administration	NOUN	NN	O
(	(	PUNCT	-LRB-	O
50	50	NUM	CD	O
mg	mg	NOUN	NN	O
/	/	SYM	SYM	O
kg	kg	NOUN	NN	O
,	,	PUNCT	,	O
i	i	PRON	PRP	O
.	.	PUNCT	.	O
p	p	PUNCT	LS	O
.	.	PUNCT	.	O
)	)	PUNCT	-RRB-	O
of	of	ADP	IN	O
TET	TET	PROPN	NNP	B-Chemical
and	and	CCONJ	CC	O
FAN	FAN	PROPN	NNP	B-Chemical
in	in	ADP	IN	O
mice	mouse	NOUN	NNS	O
showed	show	VERB	VBD	O
the	the	DET	DT	O
inhibition	inhibition	NOUN	NN	O
of	of	ADP	IN	O
thrombosis	thrombosis	NOUN	NN	B-Disease
by	by	ADP	IN	O
55	55	NUM	CD	O
%	%	NOUN	NN	O
and	and	CCONJ	CC	O
35	35	NUM	CD	O
%	%	NOUN	NN	O
,	,	PUNCT	,	O
respectively	respectively	ADV	RB	O
,	,	PUNCT	,	O
while	while	ADP	IN	O
acetylsalicylic	acetylsalicylic	ADJ	JJ	B-Chemical
acid	acid	NOUN	NN	I-Chemical
(	(	PUNCT	-LRB-	O
ASA	ASA	PROPN	NNP	B-Chemical
,	,	PUNCT	,	O
50	50	NUM	CD	O
mg	mg	NOUN	NN	O
/	/	SYM	SYM	O
kg	kg	NOUN	NN	O
,	,	PUNCT	,	O
i	i	PRON	PRP	O
.	.	PUNCT	.	O
p	p	PUNCT	LS	O
.	.	PUNCT	.	O
)	)	PUNCT	-RRB-	O
,	,	PUNCT	,	O
a	a	DET	DT	O
positive	positive	ADJ	JJ	O
control	control	NOUN	NN	O
,	,	PUNCT	,	O
showed	show	VERB	VBD	O
only	only	ADV	RB	O
30	30	NUM	CD	O
%	%	NOUN	NN	O
inhibition	inhibition	NOUN	NN	O
.	.	PUNCT	.	O

In	in	ADP	IN	O
the	the	DET	DT	O
vitro	vitro	X	FW	O
human	human	ADJ	JJ	O
platelet	platelet	NOUN	NN	B-Disease
aggregations	aggregation	NOUN	NNS	I-Disease
induced	induce	VERB	VBN	O
by	by	ADP	IN	O
the	the	DET	DT	O
agonists	agonist	NOUN	NNS	O
used	use	VERB	VBN	O
in	in	ADP	IN	O
tests	test	NOUN	NNS	O
,	,	PUNCT	,	O
TET	TET	PROPN	NNP	B-Chemical
and	and	CCONJ	CC	O
FAN	FAN	PROPN	NNP	B-Chemical
showed	show	VERB	VBD	O
the	the	DET	DT	O
inhibitions	inhibition	NOUN	NNS	O
dose	dose	NOUN	NN	O
dependently	dependently	ADV	RB	O
.	.	PUNCT	.	O

In	in	ADP	IN	O
addition	addition	NOUN	NN	O
,	,	PUNCT	,	O
neither	neither	CCONJ	CC	O
TET	TET	PROPN	NNP	B-Chemical
nor	nor	CCONJ	CC	O
FAN	FAN	PROPN	NNP	B-Chemical
showed	show	VERB	VBD	O
any	any	DET	DT	O
anticoagulation	anticoagulation	NOUN	NN	O
activities	activity	NOUN	NNS	O
in	in	ADP	IN	O
the	the	DET	DT	O
measurement	measurement	NOUN	NN	O
of	of	ADP	IN	O
the	the	DET	DT	O
activated	activate	VERB	VBN	O
partial	partial	ADJ	JJ	O
thromboplastin	thromboplastin	NOUN	NN	O
time	time	NOUN	NN	O
(	(	PUNCT	-LRB-	O
APTT	APTT	PROPN	NNP	O
)	)	PUNCT	-RRB-	O
,	,	PUNCT	,	O
prothrombin	prothrombin	NOUN	NN	O
time	time	NOUN	NN	O
(	(	PUNCT	-LRB-	O
PT	PT	PROPN	NNP	O
)	)	PUNCT	-RRB-	O
and	and	CCONJ	CC	O
thrombin	thrombin	NOUN	NN	O
time	time	NOUN	NN	O
(	(	PUNCT	-LRB-	O
TT	TT	PROPN	NNP	O
)	)	PUNCT	-RRB-	O
using	use	VERB	VBG	O
human	human	ADJ	JJ	O
-	-	PUNCT	HYPH	O
citrated	citrated	ADJ	JJ	O
plasma	plasma	NOUN	NN	O
.	.	PUNCT	.	O

These	these	DET	DT	O
results	result	NOUN	NNS	O
suggest	suggest	VERB	VBP	O
that	that	ADP	IN	O
antithrombosis	antithrombosis	NOUN	NN	O
of	of	ADP	IN	O
TET	TET	PROPN	NNP	B-Chemical
and	and	CCONJ	CC	O
FAN	FAN	PROPN	NNP	B-Chemical
in	in	ADP	IN	O
mice	mouse	NOUN	NNS	O
may	may	VERB	MD	O
be	be	VERB	VB	O
mainly	mainly	ADV	RB	O
related	relate	VERB	VBN	O
to	to	ADP	IN	O
the	the	DET	DT	O
antiplatelet	antiplatelet	ADJ	JJ	O
aggregation	aggregation	NOUN	NN	O
activities	activity	NOUN	NNS	O
.	.	PUNCT	.	O

Angioedema	Angioedema	PROPN	NNP	B-Disease
due	due	ADP	IN	O
to	to	ADP	IN	O
ACE	ACE	PROPN	NNP	B-Chemical
inhibitors	inhibitor	NOUN	NNS	I-Chemical
:	:	PUNCT	:	O
common	common	ADJ	JJ	O
and	and	CCONJ	CC	O
inadequately	inadequately	ADV	RB	O
diagnosed	diagnose	VERB	VBN	O
.	.	PUNCT	.	O

The	the	DET	DT	O
estimated	estimate	VERB	VBN	O
incidence	incidence	NOUN	NN	O
of	of	ADP	IN	O
angioedema	angioedema	NOUN	NN	B-Disease
during	during	ADP	IN	O
angiotensin	angiotensin	NOUN	NN	B-Chemical
-	-	PUNCT	HYPH	I-Chemical
converting	convert	VERB	VBG	I-Chemical
enzyme	enzyme	NOUN	NN	I-Chemical
(	(	PUNCT	-LRB-	I-Chemical
ACE	ACE	PROPN	NNP	I-Chemical
)	)	PUNCT	-RRB-	I-Chemical
inhibitor	inhibitor	NOUN	NN	I-Chemical
treatment	treatment	NOUN	NN	O
is	be	VERB	VBZ	O
between	between	ADP	IN	O
1	1	NUM	CD	O
and	and	CCONJ	CC	O
7	7	NUM	CD	O
per	per	ADP	IN	O
thousand	thousand	NUM	CD	O
patients	patient	NOUN	NNS	O
.	.	PUNCT	.	O

This	this	DET	DT	O
potentially	potentially	ADV	RB	O
serious	serious	ADJ	JJ	O
adverse	adverse	ADJ	JJ	O
effect	effect	NOUN	NN	O
is	be	VERB	VBZ	O
often	often	ADV	RB	O
preceded	precede	VERB	VBN	O
by	by	ADP	IN	O
minor	minor	ADJ	JJ	O
manifestations	manifestation	NOUN	NNS	O
that	that	DET	WDT	O
may	may	VERB	MD	O
serve	serve	VERB	VB	O
as	as	ADP	IN	O
a	a	DET	DT	O
warning	warning	NOUN	NN	O
.	.	PUNCT	.	O

Cocaine	cocaine	NOUN	NN	B-Chemical
-	-	PUNCT	HYPH	O
induced	induce	VERB	VBN	O
mood	mood	NOUN	NN	B-Disease
disorder	disorder	NOUN	NN	I-Disease
:	:	PUNCT	:	O
prevalence	prevalence	NOUN	NN	O
rates	rate	NOUN	NNS	O
and	and	CCONJ	CC	O
psychiatric	psychiatric	ADJ	JJ	B-Disease
symptoms	symptom	NOUN	NNS	O
in	in	ADP	IN	O
an	an	DET	DT	O
outpatient	outpatient	NOUN	NN	O
cocaine	cocaine	NOUN	NN	B-Chemical
-	-	PUNCT	HYPH	O
dependent	dependent	ADJ	JJ	O
sample	sample	NOUN	NN	O
.	.	PUNCT	.	O

This	this	DET	DT	O
paper	paper	NOUN	NN	O
attempts	attempt	VERB	VBZ	O
to	to	PART	TO	O
examine	examine	VERB	VB	O
and	and	CCONJ	CC	O
compare	compare	VERB	VB	O
prevalence	prevalence	NOUN	NN	O
rates	rate	NOUN	NNS	O
and	and	CCONJ	CC	O
symptom	symptom	NOUN	NN	O
patterns	pattern	NOUN	NNS	O
of	of	ADP	IN	O
DSM	DSM	PROPN	NNP	O
substance	substance	NOUN	NN	O
-	-	PUNCT	HYPH	O
induced	induce	VERB	VBN	O
and	and	CCONJ	CC	O
other	other	ADJ	JJ	O
mood	mood	NOUN	NN	B-Disease
disorders	disorder	NOUN	NNS	I-Disease
.	.	PUNCT	.	O

243	243	NUM	CD	O
cocaine	cocaine	NOUN	NN	B-Chemical
-	-	PUNCT	HYPH	O
dependent	dependent	ADJ	JJ	O
outpatients	outpatient	NOUN	NNS	O
with	with	ADP	IN	O
cocaine	cocaine	NOUN	NN	B-Chemical
-	-	PUNCT	HYPH	O
induced	induce	VERB	VBN	O
mood	mood	NOUN	NN	B-Disease
disorder	disorder	NOUN	NN	I-Disease
(	(	PUNCT	-LRB-	O
CIMD	CIMD	PROPN	NNP	B-Disease
)	)	PUNCT	-RRB-	O
,	,	PUNCT	,	O
other	other	ADJ	JJ	O
mood	mood	NOUN	NN	B-Disease
disorders	disorder	NOUN	NNS	I-Disease
,	,	PUNCT	,	O
or	or	CCONJ	CC	O
no	no	DET	DT	O
mood	mood	NOUN	NN	B-Disease
disorder	disorder	NOUN	NN	I-Disease
were	be	VERB	VBD	O
compared	compare	VERB	VBN	O
on	on	ADP	IN	O
measures	measure	NOUN	NNS	O
of	of	ADP	IN	O
psychiatric	psychiatric	ADJ	JJ	B-Disease
symptoms	symptom	NOUN	NNS	O
.	.	PUNCT	.	O

The	the	DET	DT	O
prevalence	prevalence	NOUN	NN	O
rate	rate	NOUN	NN	O
for	for	ADP	IN	O
CIMD	CIMD	PROPN	NNP	B-Disease
was	be	VERB	VBD	O
12	12	NUM	CD	O
%	%	NOUN	NN	O
at	at	ADP	IN	O
baseline	baseline	NOUN	NN	O
.	.	PUNCT	.	O

Introduction	introduction	NOUN	NN	O
of	of	ADP	IN	O
the	the	DET	DT	O
DSM	DSM	PROPN	NNP	O
-	-	PUNCT	HYPH	O
IV	IV	PROPN	NNP	O
diagnosis	diagnosis	NOUN	NN	O
of	of	ADP	IN	O
CIMD	CIMD	PROPN	NNP	B-Disease
did	do	VERB	VBD	O
not	not	ADV	RB	O
substantially	substantially	ADV	RB	O
affect	affect	VERB	VB	O
rates	rate	NOUN	NNS	O
of	of	ADP	IN	O
the	the	DET	DT	O
other	other	ADJ	JJ	O
depressive	depressive	ADJ	JJ	B-Disease
disorders	disorder	NOUN	NNS	I-Disease
.	.	PUNCT	.	O

Patients	patient	NOUN	NNS	O
with	with	ADP	IN	O
CIMD	CIMD	PROPN	NNP	B-Disease
had	have	VERB	VBD	O
symptom	symptom	NOUN	NN	O
severity	severity	NOUN	NN	O
levels	level	NOUN	NNS	O
between	between	ADP	IN	O
those	those	DET	DT	O
of	of	ADP	IN	O
patients	patient	NOUN	NNS	O
with	with	ADP	IN	O
and	and	CCONJ	CC	O
without	without	ADP	IN	O
a	a	DET	DT	O
mood	mood	NOUN	NN	B-Disease
disorder	disorder	NOUN	NN	I-Disease
.	.	PUNCT	.	O

