Selegiline	Selegiline	PROPN	NNP	0	B-Chemical
not	not	ADV	RB	5	O
the	the	DET	DT	5	O
result	result	NOUN	NN	9	O
of	of	ADP	IN	5	O
underlying	underlie	VERB	VBG	5	O
autonomic	autonomic	ADJ	JJ	5	O
failure	failure	NOUN	NN	5	O
.	.	PUNCT	.	9	O

The	the	DET	DT	5	O
aims	aim	NOUN	NNS	5	O
of	of	ADP	IN	5	O
this	this	DET	DT	5	O
study	study	NOUN	NN	9	O
were	be	VERB	VBD	9	O
to	to	PART	TO	5	O
confirm	confirm	VERB	VB	9	O
our	-PRON-	DET	PRP$	5	O
previous	previous	ADJ	JJ	9	O
findings	finding	NOUN	NNS	9	O
in	in	ADP	IN	5	O
a	a	DET	DT	5	O
separate	separate	ADJ	JJ	9	O
cohort	cohort	NOUN	NN	9	O
of	of	ADP	IN	5	O
patients	patient	NOUN	NNS	5	O
and	and	CCONJ	CC	5	O
to	to	PART	TO	5	O
determine	determine	VERB	VB	9	O
the	the	DET	DT	5	O
time	time	NOUN	NN	5	O
course	course	NOUN	NN	5	O
of	of	ADP	IN	5	O
the	the	DET	DT	5	O
cardiovascular	cardiovascular	ADJ	JJ	5	O
consequences	consequence	NOUN	NNS	5	O
of	of	ADP	IN	5	O
stopping	stop	VERB	VBG	5	O
selegiline	selegiline	NOUN	NN	0	B-Chemical
in	in	ADP	IN	5	O
the	the	DET	DT	5	O
expectation	expectation	NOUN	NN	5	O
that	that	ADP	IN	5	O
this	this	DET	DT	5	O
might	may	VERB	MD	9	O
shed	shed	VERB	VB	9	O
light	light	NOUN	NN	9	O
on	on	ADP	IN	5	O
the	the	DET	DT	5	O
mechanisms	mechanism	NOUN	NNS	9	O
by	by	ADP	IN	9	O
which	which	DET	WDT	5	O
the	the	DET	DT	5	O
drug	drug	NOUN	NN	5	O
causes	cause	VERB	VBZ	9	O
orthostatic	orthostatic	ADJ	JJ	5	B-Disease
hypotension	hypotension	NOUN	NN	5	I-Disease
.	.	PUNCT	.	9	O

METHODS	method	NOUN	NNS	2	O
:	:	PUNCT	:	9	O
The	the	DET	DT	5	O
cardiovascular	cardiovascular	ADJ	JJ	5	O
responses	response	NOUN	NNS	5	O
to	to	ADP	IN	5	O
standing	standing	NOUN	NN	5	O
and	and	CCONJ	CC	5	O
head	head	NOUN	NN	5	O
-	-	PUNCT	HYPH	7	O
up	up	PART	RP	5	O
tilt	tilt	NOUN	NN	5	O
were	be	VERB	VBD	9	O
studied	study	VERB	VBN	9	O
repeatedly	repeatedly	ADV	RB	5	O
in	in	ADP	IN	5	O
PD	pd	NOUN	NN	9	B-Disease
patients	patient	NOUN	NNS	5	O
receiving	receive	VERB	VBG	9	O
selegiline	selegiline	NOUN	NN	0	B-Chemical
and	and	CCONJ	CC	5	O
as	as	ADP	IN	5	O
the	the	DET	DT	5	O
drug	drug	NOUN	NN	5	O
was	be	VERB	VBD	9	O
withdrawn	withdraw	VERB	VBN	9	O
.	.	PUNCT	.	9	O

RESULTS	RESULTS	PROPN	NNP	9	O
:	:	PUNCT	:	9	O
Head	Head	PROPN	NNP	2	O
-	-	PUNCT	HYPH	7	O
up	up	PART	RP	5	O
tilt	tilt	NOUN	NN	5	O
caused	cause	VERB	VBD	9	O
systolic	systolic	ADJ	JJ	5	B-Disease
orthostatic	orthostatic	ADJ	JJ	5	I-Disease
hypotension	hypotension	NOUN	NN	5	I-Disease
which	which	DET	WDT	5	O
was	be	VERB	VBD	9	O
marked	mark	VERB	VBN	9	O
in	in	ADP	IN	5	O
six	six	NUM	CD	9	O
of	of	ADP	IN	5	O
20	20	NUM	CD	9	O
PD	pd	NOUN	NN	9	B-Disease
patients	patient	NOUN	NNS	5	O
on	on	ADP	IN	5	O
selegiline	selegiline	NOUN	NN	0	B-Chemical
,	,	PUNCT	,	9	O
one	one	NUM	CD	5	O
of	of	ADP	IN	5	O
whom	whom	PRON	WP	5	O
lost	lose	VERB	VBD	9	O
consciousness	consciousness	NOUN	NN	5	O
with	with	ADP	IN	5	O
unrecordable	unrecordable	ADJ	JJ	5	O
blood	blood	NOUN	NN	9	O
pressures	pressure	NOUN	NNS	5	O
.	.	PUNCT	.	9	O

A	a	DET	DT	9	O
lesser	less	ADJ	JJR	9	O
degree	degree	NOUN	NN	5	O
of	of	ADP	IN	5	O
orthostatic	orthostatic	ADJ	JJ	5	B-Disease
hypotension	hypotension	NOUN	NN	5	I-Disease
occurred	occur	VERB	VBD	9	O
with	with	ADP	IN	5	O
standing	standing	NOUN	NN	5	O
.	.	PUNCT	.	9	O

Orthostatic	orthostatic	ADJ	JJ	5	B-Disease
hypotension	hypotension	NOUN	NN	5	I-Disease
was	be	VERB	VBD	9	O
ameliorated	ameliorate	VERB	VBN	9	O
4	4	NUM	CD	9	O
days	day	NOUN	NNS	9	O
after	after	ADP	IN	9	O
withdrawal	withdrawal	NOUN	NN	5	O
of	of	ADP	IN	5	O
selegiline	selegiline	NOUN	NN	0	B-Chemical
and	and	CCONJ	CC	5	O
totally	totally	ADV	RB	9	O
abolished	abolish	VERB	VBD	3	O
7	7	NUM	CD	9	O
days	day	NOUN	NNS	9	O
after	after	ADP	IN	9	O
discontinuation	discontinuation	NOUN	NN	5	O
of	of	ADP	IN	5	O
the	the	DET	DT	5	O
drug	drug	NOUN	NN	5	O
.	.	PUNCT	.	9	O

Stopping	stop	VERB	VBG	5	O
selegiline	selegiline	NOUN	NN	0	B-Chemical
also	also	ADV	RB	9	O
significantly	significantly	ADV	RB	9	O
reduced	reduce	VERB	VBD	9	B-Disease
the	the	DET	DT	5	I-Disease
supine	supine	NOUN	NN	5	I-Disease
systolic	systolic	NOUN	NN	5	I-Disease
and	and	CCONJ	CC	5	I-Disease
diastolic	diastolic	ADJ	JJ	5	I-Disease
blood	blood	NOUN	NN	9	I-Disease
pressures	pressure	NOUN	NNS	5	I-Disease
consistent	consistent	ADJ	JJ	9	O
with	with	ADP	IN	5	O
a	a	DET	DT	5	O
previously	previously	ADV	RB	9	O
undescribed	undescribe	VERB	VBN	4	O
supine	supine	NOUN	NN	5	O
pressor	pressor	NOUN	NN	5	O
action	action	NOUN	NN	5	O
.	.	PUNCT	.	9	O

CONCLUSION	conclusion	NOUN	NN	5	O
:	:	PUNCT	:	9	O
This	this	DET	DT	5	O
study	study	NOUN	NN	9	O
confirms	confirm	VERB	VBZ	9	O
our	-PRON-	DET	PRP$	5	O
previous	previous	ADJ	JJ	9	O
finding	finding	NOUN	NN	9	O
that	that	DET	WDT	5	O
selegiline	selegiline	VERB	VBP	0	B-Chemical
in	in	ADP	IN	5	O
combination	combination	NOUN	NN	9	O
with	with	ADP	IN	5	O
L	l	NOUN	NN	0	B-Chemical
-	-	PUNCT	HYPH	7	I-Chemical
dopa	dopa	NOUN	NN	0	I-Chemical
is	be	VERB	VBZ	5	O
associated	associate	VERB	VBN	9	O
with	with	ADP	IN	5	O
selective	selective	ADJ	JJ	9	O
orthostatic	orthostatic	ADJ	JJ	5	B-Disease
hypotension	hypotension	NOUN	NN	5	I-Disease
.	.	PUNCT	.	9	O

The	the	DET	DT	5	O
possibilities	possibility	NOUN	NNS	5	O
that	that	ADP	IN	5	O
these	these	DET	DT	5	O
cardiovascular	cardiovascular	ADJ	JJ	5	O
findings	finding	NOUN	NNS	9	O
might	may	VERB	MD	9	O
be	be	VERB	VB	5	O
the	the	DET	DT	5	O
result	result	NOUN	NN	9	O
of	of	ADP	IN	5	O
non	non	ADJ	JJ	9	O
-	-	ADJ	JJ	7	O
selective	selective	ADJ	JJ	9	O
inhibition	inhibition	NOUN	NN	3	O
of	of	ADP	IN	5	O
monoamine	monoamine	NOUN	NN	0	O
oxidase	oxidase	NOUN	NN	0	O
or	or	CCONJ	CC	5	O
of	of	ADP	IN	5	O
amphetamine	amphetamine	NOUN	NN	5	B-Chemical
and	and	CCONJ	CC	5	O
metamphetamine	metamphetamine	NOUN	NN	5	B-Chemical
are	be	VERB	VBP	5	O
discussed	discuss	VERB	VBN	5	O
.	.	PUNCT	.	9	O

Further	further	ADJ	JJ	9	O
studies	study	NOUN	NNS	9	O
on	on	ADP	IN	5	O
effects	effect	NOUN	NNS	9	O
of	of	ADP	IN	5	O
irrigation	irrigation	NOUN	NN	5	O
solutions	solution	NOUN	NNS	0	O
on	on	ADP	IN	5	O
rat	rat	NOUN	NN	3	O
bladders	bladder	NOUN	NNS	9	O
.	.	PUNCT	.	9	O

Further	further	ADJ	JJ	9	O
studies	study	NOUN	NNS	9	O
on	on	ADP	IN	5	O
the	the	DET	DT	5	O
effects	effect	NOUN	NNS	9	O
of	of	ADP	IN	5	O
certain	certain	ADJ	JJ	5	O
irrigating	irrigating	NOUN	NN	5	O
fluids	fluid	NOUN	NNS	5	O
on	on	ADP	IN	5	O
the	the	DET	DT	5	O
rat	rat	NOUN	NN	3	O
bladder	bladder	NOUN	NN	9	O
for	for	ADP	IN	5	O
18	18	NUM	CD	7	O
hours	hour	NOUN	NNS	9	O
are	be	VERB	VBP	5	O
reported	report	VERB	VBN	9	O
.	.	PUNCT	.	9	O

The	the	DET	DT	5	O
results	result	NOUN	NNS	9	O
have	have	VERB	VBP	5	O
shown	show	VERB	VBN	9	O
that	that	ADP	IN	5	O
the	the	DET	DT	5	O
degradation	degradation	NOUN	NN	9	O
product	product	NOUN	NN	9	O
p	p	NOUN	NN	7	B-Chemical
-	-	PUNCT	HYPH	7	I-Chemical
choloroaniline	choloroaniline	NOUN	NN	_	I-Chemical
is	be	VERB	VBZ	5	O
not	not	ADV	RB	5	O
a	a	DET	DT	5	O
significant	significant	ADJ	JJ	9	O
factor	factor	NOUN	NN	9	O
in	in	ADP	IN	5	O
chlorhexidine	chlorhexidine	NOUN	NN	0	B-Chemical
-	-	PUNCT	HYPH	7	I-Chemical
digluconate	digluconate	ADJ	JJ	0	I-Chemical
associated	associate	VERB	VBN	9	O
erosive	erosive	ADJ	JJ	5	O
cystitis	cystitis	NOUN	NN	9	B-Disease
.	.	PUNCT	.	9	O

A	a	DET	DT	9	O
high	high	ADJ	JJ	9	O
percentage	percentage	NOUN	NN	9	O
of	of	ADP	IN	5	O
kanamycin	kanamycin	NOUN	NN	1	B-Chemical
-	-	PUNCT	HYPH	7	O
colistin	colistin	NOUN	NN	0	B-Chemical
and	and	CCONJ	CC	5	O
povidone	povidone	NOUN	NN	0	B-Chemical
-	-	PUNCT	HYPH	7	I-Chemical
iodine	iodine	NOUN	NN	0	I-Chemical
irrigations	irrigation	NOUN	NNS	5	O
were	be	VERB	VBD	9	O
associated	associate	VERB	VBN	9	O
with	with	ADP	IN	5	O
erosive	erosive	ADJ	JJ	5	O
cystitis	cystitis	NOUN	NN	9	B-Disease
and	and	CCONJ	CC	5	O
suggested	suggest	VERB	VBD	9	O
a	a	DET	DT	5	O
possible	possible	ADJ	JJ	5	O
complication	complication	NOUN	NN	5	O
with	with	ADP	IN	5	O
human	human	ADJ	JJ	3	O
usage	usage	NOUN	NN	9	O
.	.	PUNCT	.	9	O

Picloxydine	picloxydine	ADJ	JJ	_	B-Chemical
irrigations	irrigation	NOUN	NNS	5	O
appeared	appear	VERB	VBD	9	O
to	to	PART	TO	5	O
have	have	VERB	VB	5	O
a	a	DET	DT	5	O
lower	low	ADJ	JJR	9	O
incidence	incidence	NOUN	NN	5	O
of	of	ADP	IN	5	O
erosive	erosive	ADJ	JJ	5	O
cystitis	cystitis	NOUN	NN	9	B-Disease
but	but	CCONJ	CC	9	O
further	further	ADJ	JJ	9	O
studies	study	NOUN	NNS	9	O
would	would	VERB	MD	5	O
have	have	VERB	VB	5	O
to	to	PART	TO	5	O
be	be	VERB	VB	5	O
performed	perform	VERB	VBN	9	O
before	before	ADP	IN	9	O
it	-PRON-	PRON	PRP	5	O
could	could	VERB	MD	9	O
be	be	VERB	VB	5	O
recommended	recommend	VERB	VBN	5	O
for	for	ADP	IN	5	O
use	use	NOUN	NN	5	O
in	in	ADP	IN	5	O
urological	urological	ADJ	JJ	5	O
procedures	procedure	NOUN	NNS	5	O
.	.	PUNCT	.	9	O

Effects	effect	NOUN	NNS	9	O
of	of	ADP	IN	5	O
tetrandrine	tetrandrine	NOUN	NN	0	B-Chemical
and	and	CCONJ	CC	5	O
fangchinoline	fangchinoline	NOUN	NN	3	B-Chemical
on	on	ADP	IN	5	O
experimental	experimental	ADJ	JJ	5	O
thrombosis	thrombosis	NOUN	NN	5	B-Disease
in	in	ADP	IN	5	O
mice	mouse	NOUN	NNS	3	O
and	and	CCONJ	CC	5	O
human	human	ADJ	JJ	3	O
platelet	platelet	NOUN	NN	9	B-Disease
aggregation	aggregation	NOUN	NN	9	I-Disease
.	.	PUNCT	.	9	O

Tetrandrine	Tetrandrine	PROPN	NNP	0	B-Chemical
(	(	PUNCT	-LRB-	9	O
TET	TET	PROPN	NNP	9	B-Chemical
)	)	PUNCT	-RRB-	9	O
and	and	CCONJ	CC	5	O
fangchinoline	fangchinoline	NOUN	NN	3	B-Chemical
(	(	PUNCT	-LRB-	9	O
FAN	FAN	PROPN	NNP	2	B-Chemical
)	)	PUNCT	-RRB-	9	O
are	be	VERB	VBP	5	O
two	two	NUM	CD	5	O
naturally	naturally	ADV	RB	9	O
occurring	occur	VERB	VBG	9	O
analogues	analogue	NOUN	NNS	0	O
with	with	ADP	IN	5	O
a	a	DET	DT	5	O
bisbenzylisoquinoline	bisbenzylisoquinoline	NOUN	NN	0	B-Chemical
structure	structure	NOUN	NN	9	O
.	.	PUNCT	.	9	O

The	the	DET	DT	5	O
present	present	ADJ	JJ	9	O
study	study	NOUN	NN	9	O
was	be	VERB	VBD	9	O
undertaken	undertake	VERB	VBN	5	O
to	to	PART	TO	5	O
investigate	investigate	VERB	VB	9	O
the	the	DET	DT	5	O
effects	effect	NOUN	NNS	9	O
of	of	ADP	IN	5	O
TET	TET	PROPN	NNP	9	B-Chemical
and	and	CCONJ	CC	5	O
FAN	FAN	PROPN	NNP	2	B-Chemical
on	on	ADP	IN	5	O
the	the	DET	DT	5	O
experimental	experimental	ADJ	JJ	5	O
thrombosis	thrombosis	NOUN	NN	5	B-Disease
induced	induce	VERB	VBN	3	O
by	by	ADP	IN	9	O
collagen	collagen	NOUN	NN	3	O
plus	plus	CCONJ	CC	9	O
epinephrine	epinephrine	NOUN	NN	0	B-Chemical
(	(	PUNCT	-LRB-	9	O
EP	EP	PROPN	NNP	9	B-Chemical
)	)	PUNCT	-RRB-	9	O
in	in	ADP	IN	5	O
mice	mouse	NOUN	NNS	3	O
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
platelet	platelet	NOUN	NN	9	B-Disease
aggregation	aggregation	NOUN	NN	9	I-Disease
and	and	CCONJ	CC	5	O
blood	blood	NOUN	NN	9	B-Disease
coagulation	coagulation	NOUN	NN	5	I-Disease
in	in	ADP	IN	5	O
vitro	vitro	X	FW	3	O
.	.	PUNCT	.	9	O

In	in	ADP	IN	9	O
the	the	DET	DT	5	O
in	in	ADP	IN	5	O
vivo	vivo	NOUN	NNS	3	O
study	study	VERB	VBP	9	O
,	,	PUNCT	,	9	O
the	the	DET	DT	5	O
administration	administration	NOUN	NN	9	O
(	(	PUNCT	-LRB-	9	O
50	50	NUM	CD	0	O
mg	mg	NOUN	NN	0	O
/	/	SYM	SYM	9	O
kg	kg	NOUN	NN	0	O
,	,	PUNCT	,	9	O
i	i	PRON	PRP	9	O
.	.	PUNCT	.	9	O
p	p	PUNCT	LS	7	O
.	.	PUNCT	.	9	O
)	)	PUNCT	-RRB-	9	O
of	of	ADP	IN	5	O
TET	TET	PROPN	NNP	9	B-Chemical
and	and	CCONJ	CC	5	O
FAN	FAN	PROPN	NNP	2	B-Chemical
in	in	ADP	IN	5	O
mice	mouse	NOUN	NNS	3	O
showed	show	VERB	VBD	9	O
the	the	DET	DT	5	O
inhibition	inhibition	NOUN	NN	3	O
of	of	ADP	IN	5	O
thrombosis	thrombosis	NOUN	NN	5	B-Disease
by	by	ADP	IN	9	O
55	55	NUM	CD	7	O
%	%	NOUN	NN	9	O
and	and	CCONJ	CC	5	O
35	35	NUM	CD	9	O
%	%	NOUN	NN	9	O
,	,	PUNCT	,	9	O
respectively	respectively	ADV	RB	9	O
,	,	PUNCT	,	9	O
while	while	ADP	IN	9	O
acetylsalicylic	acetylsalicylic	ADJ	JJ	0	B-Chemical
acid	acid	NOUN	NN	0	I-Chemical
(	(	PUNCT	-LRB-	9	O
ASA	ASA	PROPN	NNP	9	B-Chemical
,	,	PUNCT	,	9	O
50	50	NUM	CD	0	O
mg	mg	NOUN	NN	0	O
/	/	SYM	SYM	9	O
kg	kg	NOUN	NN	0	O
,	,	PUNCT	,	9	O
i	i	PRON	PRP	9	O
.	.	PUNCT	.	9	O
p	p	PUNCT	LS	7	O
.	.	PUNCT	.	9	O
)	)	PUNCT	-RRB-	9	O
,	,	PUNCT	,	9	O
a	a	DET	DT	5	O
positive	positive	ADJ	JJ	9	O
control	control	NOUN	NN	9	O
,	,	PUNCT	,	9	O
showed	show	VERB	VBD	9	O
only	only	ADV	RB	9	O
30	30	NUM	CD	9	O
%	%	NOUN	NN	9	O
inhibition	inhibition	NOUN	NN	3	O
.	.	PUNCT	.	9	O

In	in	ADP	IN	9	O
the	the	DET	DT	5	O
vitro	vitro	X	FW	3	O
human	human	ADJ	JJ	3	O
platelet	platelet	NOUN	NN	9	B-Disease
aggregations	aggregation	NOUN	NNS	9	I-Disease
induced	induce	VERB	VBN	3	O
by	by	ADP	IN	9	O
the	the	DET	DT	5	O
agonists	agonist	NOUN	NNS	3	O
used	use	VERB	VBN	5	O
in	in	ADP	IN	5	O
tests	test	NOUN	NNS	5	O
,	,	PUNCT	,	9	O
TET	TET	PROPN	NNP	9	B-Chemical
and	and	CCONJ	CC	5	O
FAN	FAN	PROPN	NNP	2	B-Chemical
showed	show	VERB	VBD	9	O
the	the	DET	DT	5	O
inhibitions	inhibition	NOUN	NNS	9	O
dose	dose	NOUN	NN	9	O
dependently	dependently	ADV	RB	3	O
.	.	PUNCT	.	9	O

In	in	ADP	IN	9	O
addition	addition	NOUN	NN	9	O
,	,	PUNCT	,	9	O
neither	neither	CCONJ	CC	9	O
TET	TET	PROPN	NNP	9	B-Chemical
nor	nor	CCONJ	CC	9	O
FAN	FAN	PROPN	NNP	2	B-Chemical
showed	show	VERB	VBD	9	O
any	any	DET	DT	5	O
anticoagulation	anticoagulation	NOUN	NN	5	O
activities	activity	NOUN	NNS	9	O
in	in	ADP	IN	5	O
the	the	DET	DT	5	O
measurement	measurement	NOUN	NN	5	O
of	of	ADP	IN	5	O
the	the	DET	DT	5	O
activated	activate	VERB	VBN	3	O
partial	partial	ADJ	JJ	9	O
thromboplastin	thromboplastin	NOUN	NN	5	O
time	time	NOUN	NN	5	O
(	(	PUNCT	-LRB-	9	O
APTT	APTT	PROPN	NNP	5	O
)	)	PUNCT	-RRB-	9	O
,	,	PUNCT	,	9	O
prothrombin	prothrombin	NOUN	NN	9	O
time	time	NOUN	NN	5	O
(	(	PUNCT	-LRB-	9	O
PT	PT	PROPN	NNP	9	O
)	)	PUNCT	-RRB-	9	O
and	and	CCONJ	CC	5	O
thrombin	thrombin	NOUN	NN	0	O
time	time	NOUN	NN	5	O
(	(	PUNCT	-LRB-	9	O
TT	TT	PROPN	NNP	7	O
)	)	PUNCT	-RRB-	9	O
using	use	VERB	VBG	9	O
human	human	ADJ	JJ	3	O
-	-	PUNCT	HYPH	7	O
citrated	citrated	ADJ	JJ	0	O
plasma	plasma	NOUN	NN	9	O
.	.	PUNCT	.	9	O

These	these	DET	DT	5	O
results	result	NOUN	NNS	9	O
suggest	suggest	VERB	VBP	9	O
that	that	ADP	IN	5	O
antithrombosis	antithrombosis	NOUN	NN	5	O
of	of	ADP	IN	5	O
TET	TET	PROPN	NNP	9	B-Chemical
and	and	CCONJ	CC	5	O
FAN	FAN	PROPN	NNP	2	B-Chemical
in	in	ADP	IN	5	O
mice	mouse	NOUN	NNS	3	O
may	may	VERB	MD	5	O
be	be	VERB	VB	5	O
mainly	mainly	ADV	RB	9	O
related	relate	VERB	VBN	9	O
to	to	ADP	IN	5	O
the	the	DET	DT	5	O
antiplatelet	antiplatelet	ADJ	JJ	5	O
aggregation	aggregation	NOUN	NN	9	O
activities	activity	NOUN	NNS	9	O
.	.	PUNCT	.	9	O

Angioedema	Angioedema	PROPN	NNP	5	B-Disease
due	due	ADP	IN	5	O
to	to	ADP	IN	5	O
ACE	ACE	PROPN	NNP	9	B-Chemical
inhibitors	inhibitor	NOUN	NNS	3	I-Chemical
:	:	PUNCT	:	9	O
common	common	ADJ	JJ	5	O
and	and	CCONJ	CC	5	O
inadequately	inadequately	ADV	RB	5	O
diagnosed	diagnose	VERB	VBN	5	O
.	.	PUNCT	.	9	O

The	the	DET	DT	5	O
estimated	estimate	VERB	VBN	5	O
incidence	incidence	NOUN	NN	5	O
of	of	ADP	IN	5	O
angioedema	angioedema	NOUN	NN	5	B-Disease
during	during	ADP	IN	5	O
angiotensin	angiotensin	NOUN	NN	9	B-Chemical
-	-	PUNCT	HYPH	7	I-Chemical
converting	convert	VERB	VBG	9	I-Chemical
enzyme	enzyme	NOUN	NN	0	I-Chemical
(	(	PUNCT	-LRB-	9	I-Chemical
ACE	ACE	PROPN	NNP	9	I-Chemical
)	)	PUNCT	-RRB-	9	I-Chemical
inhibitor	inhibitor	NOUN	NN	3	I-Chemical
treatment	treatment	NOUN	NN	9	O
is	be	VERB	VBZ	5	O
between	between	ADP	IN	5	O
1	1	NUM	CD	9	O
and	and	CCONJ	CC	5	O
7	7	NUM	CD	9	O
per	per	ADP	IN	9	O
thousand	thousand	NUM	CD	5	O
patients	patient	NOUN	NNS	5	O
.	.	PUNCT	.	9	O

This	this	DET	DT	5	O
potentially	potentially	ADV	RB	5	O
serious	serious	ADJ	JJ	5	O
adverse	adverse	ADJ	JJ	5	O
effect	effect	NOUN	NN	9	O
is	be	VERB	VBZ	5	O
often	often	ADV	RB	5	O
preceded	precede	VERB	VBN	9	O
by	by	ADP	IN	9	O
minor	minor	ADJ	JJ	9	O
manifestations	manifestation	NOUN	NNS	5	O
that	that	DET	WDT	5	O
may	may	VERB	MD	5	O
serve	serve	VERB	VB	5	O
as	as	ADP	IN	5	O
a	a	DET	DT	5	O
warning	warning	NOUN	NN	5	O
.	.	PUNCT	.	9	O

Cocaine	cocaine	NOUN	NN	5	B-Chemical
-	-	PUNCT	HYPH	7	O
induced	induce	VERB	VBN	3	O
mood	mood	NOUN	NN	5	B-Disease
disorder	disorder	NOUN	NN	5	I-Disease
:	:	PUNCT	:	9	O
prevalence	prevalence	NOUN	NN	5	O
rates	rate	NOUN	NNS	5	O
and	and	CCONJ	CC	5	O
psychiatric	psychiatric	ADJ	JJ	5	B-Disease
symptoms	symptom	NOUN	NNS	5	O
in	in	ADP	IN	5	O
an	an	DET	DT	5	O
outpatient	outpatient	NOUN	NN	5	O
cocaine	cocaine	NOUN	NN	5	B-Chemical
-	-	PUNCT	HYPH	7	O
dependent	dependent	ADJ	JJ	9	O
sample	sample	NOUN	NN	9	O
.	.	PUNCT	.	9	O

This	this	DET	DT	5	O
paper	paper	NOUN	NN	5	O
attempts	attempt	VERB	VBZ	5	O
to	to	PART	TO	5	O
examine	examine	VERB	VB	9	O
and	and	CCONJ	CC	5	O
compare	compare	VERB	VB	9	O
prevalence	prevalence	NOUN	NN	5	O
rates	rate	NOUN	NNS	5	O
and	and	CCONJ	CC	5	O
symptom	symptom	NOUN	NN	5	O
patterns	pattern	NOUN	NNS	5	O
of	of	ADP	IN	5	O
DSM	DSM	PROPN	NNP	4	O
