(	(	PUNCT	-LRB-	9	O
OCT	OCT	PROPN	NNP	5	B-Chemical
)	)	PUNCT	-RRB-	9	O
,	,	PUNCT	,	9	O
has	have	VERB	VBZ	9	O
been	be	VERB	VBN	9	O
shown	show	VERB	VBN	9	O
to	to	PART	TO	5	O
have	have	VERB	VB	5	O
promising	promising	ADJ	JJ	5	O
characteristics	characteristic	NOUN	NNS	5	O
.	.	PUNCT	.	9	O

This	this	DET	DT	5	O
study	study	NOUN	NN	9	O
was	be	VERB	VBD	9	O
undertaken	undertake	VERB	VBN	5	O
to	to	PART	TO	5	O
determine	determine	VERB	VB	9	O
the	the	DET	DT	5	O
effects	effect	NOUN	NNS	9	O
of	of	ADP	IN	5	O
OCT	OCT	PROPN	NNP	5	B-Chemical
on	on	ADP	IN	5	O
serum	serum	ADJ	JJ	9	O
PTH	PTH	PROPN	NNP	9	O
levels	level	NOUN	NNS	3	O
and	and	CCONJ	CC	5	O
bone	bone	NOUN	NN	5	O
turnover	turnover	NOUN	NN	9	O
in	in	ADP	IN	5	O
states	state	NOUN	NNS	5	O
of	of	ADP	IN	5	O
normal	normal	ADJ	JJ	9	O
or	or	CCONJ	CC	5	O
impaired	impaired	ADJ	JJ	9	B-Disease
renal	renal	ADJ	JJ	9	I-Disease
function	function	NOUN	NN	9	I-Disease
.	.	PUNCT	.	9	O

METHODS	method	NOUN	NNS	2	O
:	:	PUNCT	:	9	O
Sixty	sixty	NUM	CD	5	O
dogs	dog	NOUN	NNS	5	O
were	be	VERB	VBD	9	O
either	either	CCONJ	CC	9	O
nephrectomized	nephrectomized	ADJ	JJ	0	O
(	(	PUNCT	-LRB-	9	O
Nx	Nx	PROPN	NNP	0	O
,	,	PUNCT	,	9	O
N	N	PROPN	NNP	9	O
=	=	SYM	SYM	7	O
38	38	NUM	CD	7	O
)	)	PUNCT	-RRB-	9	O
or	or	CCONJ	CC	5	O
sham	sham	NOUN	NN	9	O
-	-	PUNCT	HYPH	7	O
operated	operate	VERB	VBN	5	O
(	(	PUNCT	-LRB-	9	O
Sham	Sham	PROPN	NNP	9	O
,	,	PUNCT	,	9	O
N	N	PROPN	NNP	9	O
=	=	SYM	SYM	7	O
22	22	NUM	CD	7	O
)	)	PUNCT	-RRB-	9	O
.	.	PUNCT	.	9	O

The	the	DET	DT	5	O
animals	animal	NOUN	NNS	9	O
received	receive	VERB	VBD	9	O
supplemental	supplemental	ADJ	JJ	9	O
phosphate	phosphate	NOUN	NN	0	B-Chemical
to	to	PART	TO	5	O
enhance	enhance	VERB	VB	9	O
PTH	PTH	PROPN	NNP	9	O
secretion	secretion	NOUN	NN	3	O
.	.	PUNCT	.	9	O

Fourteen	fourteen	NUM	CD	9	O
weeks	week	NOUN	NNS	9	O
after	after	ADP	IN	9	O
the	the	DET	DT	5	O
start	start	NOUN	NN	9	O
of	of	ADP	IN	5	O
phosphate	phosphate	NOUN	NN	0	B-Chemical
supplementation	supplementation	NOUN	NN	0	O
,	,	PUNCT	,	9	O
half	half	NOUN	NN	5	O
of	of	ADP	IN	5	O
the	the	DET	DT	5	O
Nx	Nx	PROPN	NNP	0	O
and	and	CCONJ	CC	5	O
Sham	Sham	PROPN	NNP	9	O
dogs	dog	NOUN	NNS	5	O
received	receive	VERB	VBD	9	O
doses	dose	NOUN	NNS	0	O
of	of	ADP	IN	5	O
OCT	OCT	PROPN	NNP	5	B-Chemical
(	(	PUNCT	-LRB-	9	O
three	three	NUM	CD	9	O
times	time	NOUN	NNS	5	O
per	per	ADP	IN	9	O
week	week	NOUN	NN	9	O
)	)	PUNCT	-RRB-	9	O
;	;	PUNCT	:	9	O
the	the	DET	DT	5	O
other	other	ADJ	JJ	5	O
half	half	NOUN	NN	5	O
were	be	VERB	VBD	9	O
given	give	VERB	VBN	5	O
vehicle	vehicle	NOUN	NN	3	O
for	for	ADP	IN	5	O
60	60	NUM	CD	9	O
weeks	week	NOUN	NNS	9	O
.	.	PUNCT	.	9	O

Thereafter	thereafter	ADV	RB	9	O
,	,	PUNCT	,	9	O
the	the	DET	DT	5	O
treatment	treatment	NOUN	NN	9	O
modalities	modality	NOUN	NNS	5	O
for	for	ADP	IN	5	O
a	a	DET	DT	5	O
subset	subset	NOUN	NN	9	O
of	of	ADP	IN	5	O
animals	animal	NOUN	NNS	9	O
were	be	VERB	VBD	9	O
crossed	cross	VERB	VBN	9	O
over	over	PART	RP	5	O
for	for	ADP	IN	5	O
an	an	DET	DT	5	O
additional	additional	ADJ	JJ	9	O
eight	eight	NUM	CD	9	O
months	month	NOUN	NNS	5	O
.	.	PUNCT	.	9	O

Biochemical	biochemical	ADJ	JJ	9	O
and	and	CCONJ	CC	5	O
hormonal	hormonal	ADJ	JJ	9	O
indices	index	NOUN	NNS	5	O
of	of	ADP	IN	5	O
calcium	calcium	NOUN	NN	0	B-Chemical
and	and	CCONJ	CC	5	O
bone	bone	NOUN	NN	5	O
metabolism	metabolism	NOUN	NN	9	O
were	be	VERB	VBD	9	O
measured	measure	VERB	VBN	9	O
throughout	throughout	ADP	IN	9	O
the	the	DET	DT	5	O
study	study	NOUN	NN	9	O
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
bone	bone	NOUN	NN	5	O
biopsies	biopsy	NOUN	NNS	9	O
were	be	VERB	VBD	9	O
done	do	VERB	VBN	9	O
at	at	ADP	IN	9	O
baseline	baseline	NOUN	NN	5	O
,	,	PUNCT	,	9	O
60	60	NUM	CD	9	O
weeks	week	NOUN	NNS	9	O
after	after	ADP	IN	9	O
OCT	OCT	PROPN	NNP	5	B-Chemical
or	or	CCONJ	CC	5	O
vehicle	vehicle	NOUN	NN	3	O
treatment	treatment	NOUN	NN	9	O
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
at	at	ADP	IN	9	O
the	the	DET	DT	5	O
end	end	NOUN	NN	9	O
of	of	ADP	IN	5	O
the	the	DET	DT	5	O
crossover	crossover	NOUN	NN	5	O
period	period	NOUN	NN	5	O
.	.	PUNCT	.	9	O

RESULTS	results	NOUN	NN	9	O
:	:	PUNCT	:	9	O
In	in	ADP	IN	9	O
Nx	Nx	PROPN	NNP	0	O
dogs	dog	NOUN	NNS	5	O
,	,	PUNCT	,	9	O
OCT	OCT	PROPN	NNP	5	B-Chemical
significantly	significantly	ADV	RB	9	O
decreased	decrease	VERB	VBD	9	O
serum	serum	ADJ	JJ	9	O
PTH	PTH	PROPN	NNP	9	O
levels	level	NOUN	NNS	3	O
soon	soon	ADV	RB	5	O
after	after	ADP	IN	9	O
the	the	DET	DT	5	O
induction	induction	NOUN	NN	3	O
of	of	ADP	IN	5	O
renal	renal	ADJ	JJ	9	B-Disease
insufficiency	insufficiency	NOUN	NN	9	I-Disease
.	.	PUNCT	.	9	O

In	in	ADP	IN	9	O
long	long	ADV	RB	5	O
-	-	PUNCT	HYPH	7	O
standing	stand	VERB	VBG	5	O
secondary	secondary	ADJ	JJ	9	B-Disease
hyperparathyroidism	hyperparathyroidism	NOUN	NN	5	I-Disease
,	,	PUNCT	,	9	O
OCT	OCT	PROPN	NNP	5	B-Chemical
(	(	PUNCT	-LRB-	9	O
0	0	NUM	CD	7	O
.	.	PUNCT	.	9	O
03	03	NUM	CD	7	O
microg	microg	NOUN	NN	0	O
/	/	SYM	SYM	9	O
kg	kg	NOUN	NN	0	O
)	)	PUNCT	-RRB-	9	O
stabilized	stabilize	VERB	VBD	9	O
serum	serum	NOUN	NN	9	O
PTH	PTH	PROPN	NNP	9	O
levels	level	NOUN	NNS	3	O
during	during	ADP	IN	5	O
the	the	DET	DT	5	O
first	first	ADJ	JJ	9	O
months	month	NOUN	NNS	5	O
.	.	PUNCT	.	9	O

Serum	Serum	PROPN	NNP	9	O
PTH	PTH	PROPN	NNP	9	O
levels	level	NOUN	NNS	3	O
rose	rise	VERB	VBD	9	O
thereafter	thereafter	ADV	RB	9	O
,	,	PUNCT	,	9	O
but	but	CCONJ	CC	9	O
the	the	DET	DT	5	O
rise	rise	NOUN	NN	9	O
was	be	VERB	VBD	9	O
less	less	ADV	RBR	5	O
pronounced	pronounce	VERB	VBN	9	O
compared	compare	VERB	VBN	9	O
with	with	ADP	IN	5	O
baseline	baseline	NOUN	NN	5	O
than	than	ADP	IN	5	O
the	the	DET	DT	5	O
rise	rise	NOUN	NN	9	O
seen	see	VERB	VBN	9	O
in	in	ADP	IN	5	O
Nx	Nx	PROPN	NNP	0	O
control	control	NOUN	NN	9	O
.	.	PUNCT	.	9	O

These	these	DET	DT	5	O
effects	effect	NOUN	NNS	9	O
were	be	VERB	VBD	9	O
accompanied	accompany	VERB	VBN	9	O
by	by	ADP	IN	9	O
episodes	episode	NOUN	NNS	5	O
of	of	ADP	IN	5	O
hypercalcemia	hypercalcemia	NOUN	NN	5	B-Disease
and	and	CCONJ	CC	5	O
hyperphosphatemia	hyperphosphatemia	NOUN	NN	5	B-Disease
.	.	PUNCT	.	9	O

In	in	ADP	IN	9	O
animals	animal	NOUN	NNS	9	O
with	with	ADP	IN	5	O
normal	normal	ADJ	JJ	9	O
renal	renal	ADJ	JJ	9	O
function	function	NOUN	NN	9	O
,	,	PUNCT	,	9	O
OCT	OCT	PROPN	NNP	5	B-Chemical
induced	induce	VERB	VBD	3	O
a	a	DET	DT	5	O
transient	transient	ADJ	JJ	9	O
decrease	decrease	NOUN	NN	9	O
in	in	ADP	IN	5	O
serum	serum	ADJ	JJ	9	O
PTH	PTH	PROPN	NNP	9	O
levels	level	NOUN	NNS	3	O
at	at	ADP	IN	9	O
a	a	DET	DT	5	O
dose	dose	NOUN	NN	9	O
of	of	ADP	IN	5	O
0	0	NUM	CD	7	O
.	.	PUNCT	.	9	O
1	1	NUM	CD	9	O
microg	microg	NOUN	NN	0	O
/	/	SYM	SYM	9	O
kg	kg	NOUN	NN	0	O
,	,	PUNCT	,	9	O
which	which	DET	WDT	5	O
was	be	VERB	VBD	9	O
not	not	ADV	RB	5	O
sustained	sustain	VERB	VBN	5	O
with	with	ADP	IN	5	O
lowering	lower	VERB	VBG	9	O
of	of	ADP	IN	5	O
the	the	DET	DT	5	O
doses	dose	NOUN	NNS	0	O
.	.	PUNCT	.	9	O

In	in	ADP	IN	9	O
Nx	Nx	PROPN	NNP	0	O
dogs	dog	NOUN	NNS	5	O
,	,	PUNCT	,	9	O
OCT	OCT	PROPN	NNP	5	B-Chemical
reversed	reverse	VERB	VBD	9	O
abnormal	abnormal	ADJ	JJ	9	O
bone	bone	NOUN	NN	5	O
formation	formation	NOUN	NN	9	O
,	,	PUNCT	,	9	O
such	such	ADJ	JJ	5	O
as	as	ADP	IN	5	O
woven	weave	VERB	VBN	5	B-Disease
osteoid	osteoid	VERB	VB	5	I-Disease
and	and	CCONJ	CC	5	O
fibrosis	fibrosis	NOUN	NN	9	B-Disease
,	,	PUNCT	,	9	O
but	but	CCONJ	CC	9	O
did	do	VERB	VBD	9	O
not	not	ADV	RB	5	O
significantly	significantly	ADV	RB	9	O
alter	alter	VERB	VB	9	O
the	the	DET	DT	5	O
level	level	NOUN	NN	9	O
of	of	ADP	IN	5	O
bone	bone	NOUN	NN	5	O
turnover	turnover	NOUN	NN	9	O
.	.	PUNCT	.	9	O

In	in	ADP	IN	9	O
addition	addition	NOUN	NN	9	O
,	,	PUNCT	,	9	O
OCT	OCT	PROPN	NNP	5	B-Chemical
improved	improve	VERB	VBD	5	O
mineralization	mineralization	NOUN	NN	9	O
lag	lag	NOUN	NN	5	O
time	time	NOUN	NN	5	O
,	,	PUNCT	,	9	O
(	(	PUNCT	-LRB-	9	O
that	that	ADV	RB	5	O
is	is	ADV	RB	5	O
,	,	PUNCT	,	9	O
the	the	DET	DT	5	O
rate	rate	NOUN	NN	9	O
at	at	ADP	IN	9	O
which	which	DET	WDT	5	O
osteoid	osteoid	NOUN	NN	5	O
mineralizes	mineralize	NOUN	NNS	0	O
)	)	PUNCT	-RRB-	9	O
in	in	ADP	IN	5	O
both	both	DET	DT	9	O
Nx	Nx	PROPN	NNP	0	O
and	and	CCONJ	CC	5	O
Sham	Sham	PROPN	NNP	9	O
dogs	dog	NOUN	NNS	5	O
.	.	PUNCT	.	9	O

CONCLUSIONS	conclusion	NOUN	NNS	5	O
:	:	PUNCT	:	9	O
These	these	DET	DT	5	O
results	result	NOUN	NNS	9	O
indicate	indicate	VERB	VBP	9	O
that	that	ADP	IN	5	O
even	even	ADV	RB	5	O
though	though	ADP	IN	9	O
OCT	OCT	PROPN	NNP	5	B-Chemical
does	do	VERB	VBZ	9	O
not	not	ADV	RB	5	O
completely	completely	ADV	RB	9	O
prevent	prevent	VERB	VB	5	O
the	the	DET	DT	5	O
occurrence	occurrence	NOUN	NN	5	O
of	of	ADP	IN	5	O
hypercalcemia	hypercalcemia	NOUN	NN	5	B-Disease
in	in	ADP	IN	5	O
experimental	experimental	ADJ	JJ	5	O
dogs	dog	NOUN	NNS	5	O
with	with	ADP	IN	5	O
renal	renal	ADJ	JJ	9	B-Disease
insufficiency	insufficiency	NOUN	NN	9	I-Disease
,	,	PUNCT	,	9	O
it	-PRON-	PRON	PRP	5	O
may	may	VERB	MD	5	O
be	be	VERB	VB	5	O
of	of	ADP	IN	5	O
use	use	NOUN	NN	5	O
in	in	ADP	IN	5	O
the	the	DET	DT	5	O
management	management	NOUN	NN	5	O
of	of	ADP	IN	5	O
secondary	secondary	ADJ	JJ	9	B-Disease
hyperparathyroidism	hyperparathyroidism	NOUN	NN	5	I-Disease
because	because	ADP	IN	5	O
it	-PRON-	PRON	PRP	5	O
does	do	VERB	VBZ	9	O
not	not	ADV	RB	5	O
induce	induce	VERB	VB	3	O
low	low	ADJ	JJ	9	B-Disease
bone	bone	NOUN	NN	5	I-Disease
turnover	turnover	NOUN	NN	9	I-Disease
and	and	CCONJ	CC	5	O
,	,	PUNCT	,	9	O
therefore	therefore	ADV	RB	5	O
,	,	PUNCT	,	9	O
does	do	VERB	VBZ	9	O
not	not	ADV	RB	5	O
increase	increase	VERB	VB	9	O
the	the	DET	DT	5	O
risk	risk	NOUN	NN	5	O
of	of	ADP	IN	5	O
adynamic	adynamic	ADJ	JJ	5	B-Disease
bone	bone	NOUN	NN	5	I-Disease
disease	disease	NOUN	NN	5	I-Disease
.	.	PUNCT	.	9	O

Hypotension	Hypotension	PROPN	NNP	7	B-Disease
,	,	PUNCT	,	9	O
bradycardia	bradycardia	NOUN	NN	5	B-Disease
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
asystole	asystole	ADV	RB	5	B-Disease
after	after	ADP	IN	9	O
high	high	ADJ	JJ	9	O
-	-	PUNCT	HYPH	7	O
dose	dose	NOUN	NN	9	O
intravenous	intravenous	ADJ	JJ	0	O
methylprednisolone	methylprednisolone	NOUN	NN	0	B-Chemical
in	in	ADP	IN	5	O
a	a	DET	DT	5	O
monitored	monitor	VERB	VBN	9	O
patient	patient	NOUN	NN	5	O
.	.	PUNCT	.	9	O

We	-PRON-	PRON	PRP	9	O
report	report	VERB	VBP	5	O
a	a	DET	DT	5	O
case	case	NOUN	NN	5	O
of	of	ADP	IN	5	O
hypotension	hypotension	NOUN	NN	5	B-Disease
,	,	PUNCT	,	9	O
bradycardia	bradycardia	NOUN	NN	5	B-Disease
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
asystole	asystole	ADV	RB	5	B-Disease
after	after	ADP	IN	9	O
intravenous	intravenous	ADJ	JJ	0	O
administration	administration	NOUN	NN	9	O
of	of	ADP	IN	5	O
high	high	ADJ	JJ	9	O
-	-	PUNCT	HYPH	7	O
dose	dose	NOUN	NN	9	O
methylprednisolone	methylprednisolone	NOUN	NN	0	B-Chemical
in	in	ADP	IN	5	O
a	a	DET	DT	5	O
73	73	NUM	CD	7	O
-	-	PUNCT	HYPH	7	O
year	year	NOUN	NN	5	O
-	-	PUNCT	HYPH	7	O
old	old	ADJ	JJ	5	O
patient	patient	NOUN	NN	5	O
who	who	PRON	WP	5	O
underwent	undergo	VERB	VBD	5	O
electrocardiographic	electrocardiographic	PROPN	NNP	5	O
(	(	PUNCT	-LRB-	9	O
ECG	ECG	PROPN	NNP	5	O
)	)	PUNCT	-RRB-	9	O
monitoring	monitor	VERB	VBG	5	O
throughout	throughout	ADP	IN	9	O
the	the	DET	DT	5	O
episode	episode	NOUN	NN	5	O
.	.	PUNCT	.	9	O

There	there	ADV	EX	5	O
was	be	VERB	VBD	9	O
a	a	DET	DT	5	O
history	history	NOUN	NN	5	O
of	of	ADP	IN	5	O
ischemic	ischemic	ADJ	JJ	9	B-Disease
cardiac	cardiac	ADJ	JJ	5	B-Disease
disease	disease	NOUN	NN	5	I-Disease
9	9	NUM	CD	7	O
years	year	NOUN	NNS	5	O
earlier	earlier	ADV	RBR	9	O
.	.	PUNCT	.	9	O

The	the	DET	DT	5	O
patient	patient	NOUN	NN	5	O
was	be	VERB	VBD	9	O
admitted	admit	VERB	VBN	5	O
with	with	ADP	IN	5	O
a	a	DET	DT	5	O
pulmonary	pulmonary	ADJ	JJ	5	B-Disease
-	-	PUNCT	HYPH	7	I-Disease
renal	renal	NOUN	NN	9	I-Disease
syndrome	syndrome	NOUN	NN	5	I-Disease
with	with	ADP	IN	5	O
hemoptysis	hemoptysis	NOUN	NN	5	B-Disease
,	,	PUNCT	,	9	O
rapidly	rapidly	ADV	RB	9	O
progressive	progressive	ADJ	JJ	5	O
renal	renal	ADJ	JJ	9	B-Disease
failure	failure	NOUN	NN	5	I-Disease
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
hypoxemia	hypoxemia	NOUN	NN	5	B-Disease
that	that	DET	WDT	5	O
required	require	VERB	VBD	9	O
mechanical	mechanical	ADJ	JJ	5	O
ventilation	ventilation	NOUN	NN	5	O
in	in	ADP	IN	5	O
the	the	DET	DT	5	O
intensive	intensive	ADJ	JJ	5	O
care	care	NOUN	NN	5	O
unit	unit	NOUN	NN	5	O
.	.	PUNCT	.	9	O

After	after	ADP	IN	9	O
receiving	receive	VERB	VBG	9	O
advanced	advanced	ADJ	JJ	5	O
cardiopulmonary	cardiopulmonary	ADJ	JJ	5	O
resuscitation	resuscitation	NOUN	NN	5	O
,	,	PUNCT	,	9	O
the	the	DET	DT	5	O
patient	patient	NOUN	NN	5	O
recovered	recover	VERB	VBD	9	O
cardiac	cardiac	ADJ	JJ	5	O
rhythm	rhythm	NOUN	NN	5	O
.	.	PUNCT	.	9	O

The	the	DET	DT	5	O
ECG	ECG	PROPN	NNP	5	O
showed	show	VERB	VBD	9	O
a	a	DET	DT	5	O
junctional	junctional	ADJ	JJ	9	O
rhythm	rhythm	NOUN	NN	5	O
without	without	ADP	IN	9	O
ventricular	ventricular	ADJ	JJ	5	B-Disease
arrhythmia	arrhythmia	NOUN	NN	5	I-Disease
.	.	PUNCT	.	9	O

This	this	DET	DT	5	O
study	study	NOUN	NN	9	O
reviews	review	VERB	VBZ	5	O
the	the	DET	DT	5	O
current	current	ADJ	JJ	5	O
proposed	propose	VERB	VBN	5	O
mechanisms	mechanism	NOUN	NNS	9	O
of	of	ADP	IN	5	O
sudden	sudden	ADJ	JJ	5	B-Disease
death	death	NOUN	NN	9	I-Disease
after	after	ADP	IN	9	O
a	a	DET	DT	5	O
high	high	ADJ	JJ	9	O
dose	dose	NOUN	NN	9	O
of	of	ADP	IN	5	O
intravenous	intravenous	ADJ	JJ	0	O
methylprednisolone	methylprednisolone	NOUN	NN	0	B-Chemical
(	(	PUNCT	-LRB-	9	O
IVMP	IVMP	PROPN	NNP	5	B-Chemical
)	)	PUNCT	-RRB-	9	O
.	.	PUNCT	.	9	O

These	these	DET	DT	5	O
mechanisms	mechanism	NOUN	NNS	9	O
are	be	VERB	VBP	5	O
not	not	ADV	RB	5	O
well	well	ADV	RB	9	O
understood	understand	VERB	VBN	5	O
because	because	ADP	IN	5	O
,	,	PUNCT	,	9	O
in	in	ADP	IN	5	O
most	most	ADJ	JJS	9	O
cases	case	NOUN	NNS	5	O
,	,	PUNCT	,	9	O
the	the	DET	DT	5	O
patients	patient	NOUN	NNS	5	O
were	be	VERB	VBD	9	O
not	not	ADV	RB	5	O
monitored	monitor	VERB	VBN	9	O
at	at	ADP	IN	9	O
the	the	DET	DT	5	O
moment	moment	NOUN	NN	5	O
of	of	ADP	IN	5	O
the	the	DET	DT	5	O
event	event	NOUN	NN	5	O
.	.	PUNCT	.	9	O

Rapid	rapid	ADJ	JJ	9	O
infusion	infusion	NOUN	NN	0	O
and	and	CCONJ	CC	5	O
underlying	underlie	VERB	VBG	5	O
cardiac	cardiac	ADJ	JJ	5	B-Disease
disease	disease	NOUN	NN	5	I-Disease
were	be	VERB	VBD	9	O
important	important	ADJ	JJ	9	O
risk	risk	NOUN	NN	5	O
factors	factor	NOUN	NNS	9	O
in	in	ADP	IN	5	O
the	the	DET	DT	5	O
case	case	NOUN	NN	5	O
reported	report	VERB	VBN	9	O
here	here	ADV	RB	5	O
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
the	the	DET	DT	5	O
authors	author	NOUN	NNS	5	O
discount	discount	VERB	VBP	5	O
ventricular	ventricular	ADJ	JJ	5	B-Disease
arrhythmia	arrhythmia	NOUN	NN	5	I-Disease
as	as	ADP	IN	5	O
the	the	DET	DT	5	O
main	main	ADJ	JJ	5	O
mechanism	mechanism	NOUN	NN	9	O
.	.	PUNCT	.	9	O

Worsening	worsen	VERB	VBG	5	O
of	of	ADP	IN	5	O
levodopa	levodopa	ADJ	JJ	5	B-Chemical
-	-	PUNCT	HYPH	7	O
induced	induced	ADJ	JJ	3	O
dyskinesias	dyskinesia	NOUN	NNS	5	B-Disease
by	by	ADP	IN	9	O
motor	motor	NOUN	NN	5	O
and	and	CCONJ	CC	5	O
mental	mental	ADJ	JJ	5	O
tasks	task	NOUN	NNS	5	O
.	.	PUNCT	.	9	O

Ten	ten	NUM	CD	9	O
patients	patient	NOUN	NNS	5	O
who	who	PRON	WP	5	O
had	have	VERB	VBD	9	O
Parkinson	Parkinson	PROPN	NNP	5	B-Disease
'	'	PART	POS	9	I-Disease
s	s	PART	POS	9	I-Disease
disease	disease	NOUN	NN	5	I-Disease
with	with	ADP	IN	5	O
disabling	disable	VERB	VBG	5	O
dyskinesia	dyskinesia	NOUN	NN	5	B-Disease
were	be	VERB	VBD	9	O
included	include	VERB	VBN	5	O
in	in	ADP	IN	5	O
this	this	DET	DT	5	O
study	study	NOUN	NN	9	O
to	to	PART	TO	5	O
evaluate	evaluate	VERB	VB	9	O
the	the	DET	DT	5	O
role	role	NOUN	NN	9	O
of	of	ADP	IN	5	O
mental	mental	ADJ	JJ	5	O
(	(	PUNCT	-LRB-	9	O
mental	mental	ADJ	JJ	5	O
calculation	calculation	NOUN	NN	5	O
)	)	PUNCT	-RRB-	9	O
and	and	CCONJ	CC	5	O
motor	motor	NOUN	NN	5	O
(	(	PUNCT	-LRB-	9	O
flexion	flexion	NOUN	NN	5	O
/	/	SYM	SYM	9	O
extension	extension	NOUN	NN	9	O
of	of	ADP	IN	5	O
right	right	ADJ	JJ	5	O
fingers	finger	NOUN	NNS	5	O
,	,	PUNCT	,	9	O
flexion	flexion	NOUN	NN	5	O
/	/	SYM	SYM	9	O
extension	extension	NOUN	NN	9	O
of	of	ADP	IN	5	O
left	left	ADJ	JJ	5	O
fingers	finger	NOUN	NNS	5	O
,	,	PUNCT	,	9	O
flexion	flexion	NOUN	NN	5	O
/	/	SYM	SYM	9	O
extension	extension	NOUN	NN	9	O
of	of	ADP	IN	5	O
the	the	DET	DT	5	O
neck	neck	NOUN	NN	5	O
,	,	PUNCT	,	9	O
speaking	speak	VERB	VBG	5	O
aloud	aloud	ADV	RB	5	O
)	)	PUNCT	-RRB-	9	O
tasks	task	NOUN	NNS	5	O
on	on	ADP	IN	5	O
the	the	DET	DT	5	O
worsening	worsening	NOUN	NN	5	O
of	of	ADP	IN	5	O
peak	peak	NOUN	NN	9	O
-	-	PUNCT	HYPH	7	O
dose	dose	NOUN	NN	9	O
dyskinesia	dyskinesia	NOUN	NN	5	B-Disease
following	follow	VERB	VBG	9	O
administration	administration	NOUN	NN	9	O
of	of	ADP	IN	5	O
an	an	DET	DT	5	O
effective	effective	ADJ	JJ	5	O
single	single	ADJ	JJ	9	O
dose	dose	NOUN	NN	9	O
of	of	ADP	IN	5	O
apomorphine	apomorphine	NOUN	NN	0	B-Chemical
.	.	PUNCT	.	9	O

Compared	compare	VERB	VBN	9	O
with	with	ADP	IN	5	O
the	the	DET	DT	5	O
score	score	NOUN	NN	5	O
at	at	ADP	IN	9	O
rest	rest	NOUN	NN	5	O
(	(	PUNCT	-LRB-	9	O
1	1	NUM	CD	9	O
.	.	PUNCT	.	9	O
3	3	NUM	CD	9	O
+	+	SYM	SYM	9	O
/	/	SYM	SYM	9	O
-	-	SYM	SYM	7	O
0	0	NUM	CD	7	O
.	.	PUNCT	.	9	O
3	3	NUM	CD	9	O
