9 our dummy dummy O
10 previous dummy dummy O
11 findings dummy dummy O
12 in dummy dummy O
13 a dummy dummy O
14 separate dummy dummy O
15 cohort dummy dummy O
16 of dummy dummy O
17 patients dummy dummy O
18 and dummy dummy O
19 to dummy dummy O
20 determine dummy dummy O
21 the dummy dummy O
22 time dummy dummy O
23 course dummy dummy O
24 of dummy dummy O
25 the dummy dummy O
26 cardiovascular dummy dummy O
27 consequences dummy dummy O
28 of dummy dummy O
29 stopping dummy dummy O
30 selegiline dummy dummy B-Chemical
31 in dummy dummy O
32 the dummy dummy O
33 expectation dummy dummy O
34 that dummy dummy O
35 this dummy dummy O
36 might dummy dummy O
37 shed dummy dummy O
38 light dummy dummy O
39 on dummy dummy O
40 the dummy dummy O
41 mechanisms dummy dummy O
42 by dummy dummy O
43 which dummy dummy O
44 the dummy dummy O
45 drug dummy dummy O
46 causes dummy dummy O
47 orthostatic dummy dummy B-Disease
48 hypotension dummy dummy I-Disease
49 . dummy dummy O

1 METHODS dummy dummy O
2 : dummy dummy O
3 The dummy dummy O
4 cardiovascular dummy dummy O
5 responses dummy dummy O
6 to dummy dummy O
7 standing dummy dummy O
8 and dummy dummy O
9 head dummy dummy O
10 - dummy dummy O
11 up dummy dummy O
12 tilt dummy dummy O
13 were dummy dummy O
14 studied dummy dummy O
15 repeatedly dummy dummy O
16 in dummy dummy O
17 PD dummy dummy B-Disease
18 patients dummy dummy O
19 receiving dummy dummy O
20 selegiline dummy dummy B-Chemical
21 and dummy dummy O
22 as dummy dummy O
23 the dummy dummy O
24 drug dummy dummy O
25 was dummy dummy O
26 withdrawn dummy dummy O
27 . dummy dummy O

1 RESULTS dummy dummy O
2 : dummy dummy O
3 Head dummy dummy O
4 - dummy dummy O
5 up dummy dummy O
6 tilt dummy dummy O
7 caused dummy dummy O
8 systolic dummy dummy B-Disease
9 orthostatic dummy dummy I-Disease
10 hypotension dummy dummy I-Disease
11 which dummy dummy O
12 was dummy dummy O
13 marked dummy dummy O
14 in dummy dummy O
15 six dummy dummy O
16 of dummy dummy O
17 20 dummy dummy O
18 PD dummy dummy B-Disease
19 patients dummy dummy O
20 on dummy dummy O
21 selegiline dummy dummy B-Chemical
22 , dummy dummy O
23 one dummy dummy O
24 of dummy dummy O
25 whom dummy dummy O
26 lost dummy dummy O
27 consciousness dummy dummy O
28 with dummy dummy O
29 unrecordable dummy dummy O
30 blood dummy dummy O
31 pressures dummy dummy O
32 . dummy dummy O

1 A dummy dummy O
2 lesser dummy dummy O
3 degree dummy dummy O
4 of dummy dummy O
5 orthostatic dummy dummy B-Disease
6 hypotension dummy dummy I-Disease
7 occurred dummy dummy O
8 with dummy dummy O
9 standing dummy dummy O
10 . dummy dummy O

1 Orthostatic dummy dummy B-Disease
2 hypotension dummy dummy I-Disease
3 was dummy dummy O
4 ameliorated dummy dummy O
5 4 dummy dummy O
6 days dummy dummy O
7 after dummy dummy O
8 withdrawal dummy dummy O
9 of dummy dummy O
10 selegiline dummy dummy B-Chemical
11 and dummy dummy O
12 totally dummy dummy O
13 abolished dummy dummy O
14 7 dummy dummy O
15 days dummy dummy O
16 after dummy dummy O
17 discontinuation dummy dummy O
18 of dummy dummy O
19 the dummy dummy O
20 drug dummy dummy O
21 . dummy dummy O

1 Stopping dummy dummy O
2 selegiline dummy dummy B-Chemical
3 also dummy dummy O
4 significantly dummy dummy O
5 reduced dummy dummy B-Disease
6 the dummy dummy I-Disease
7 supine dummy dummy I-Disease
8 systolic dummy dummy I-Disease
9 and dummy dummy I-Disease
10 diastolic dummy dummy I-Disease
11 blood dummy dummy I-Disease
12 pressures dummy dummy I-Disease
13 consistent dummy dummy O
14 with dummy dummy O
15 a dummy dummy O
16 previously dummy dummy O
17 undescribed dummy dummy O
18 supine dummy dummy O
19 pressor dummy dummy O
20 action dummy dummy O
21 . dummy dummy O

1 CONCLUSION dummy dummy O
2 : dummy dummy O
3 This dummy dummy O
4 study dummy dummy O
5 confirms dummy dummy O
6 our dummy dummy O
7 previous dummy dummy O
8 finding dummy dummy O
9 that dummy dummy O
10 selegiline dummy dummy B-Chemical
11 in dummy dummy O
12 combination dummy dummy O
13 with dummy dummy O
14 L dummy dummy B-Chemical
15 - dummy dummy I-Chemical
16 dopa dummy dummy I-Chemical
17 is dummy dummy O
18 associated dummy dummy O
19 with dummy dummy O
20 selective dummy dummy O
21 orthostatic dummy dummy B-Disease
22 hypotension dummy dummy I-Disease
23 . dummy dummy O

1 The dummy dummy O
2 possibilities dummy dummy O
3 that dummy dummy O
4 these dummy dummy O
5 cardiovascular dummy dummy O
6 findings dummy dummy O
7 might dummy dummy O
8 be dummy dummy O
9 the dummy dummy O
10 result dummy dummy O
11 of dummy dummy O
12 non dummy dummy O
13 - dummy dummy O
14 selective dummy dummy O
15 inhibition dummy dummy O
16 of dummy dummy O
17 monoamine dummy dummy O
18 oxidase dummy dummy O
19 or dummy dummy O
20 of dummy dummy O
21 amphetamine dummy dummy B-Chemical
22 and dummy dummy O
23 metamphetamine dummy dummy B-Chemical
24 are dummy dummy O
25 discussed dummy dummy O
26 . dummy dummy O

1 Further dummy dummy O
2 studies dummy dummy O
3 on dummy dummy O
4 effects dummy dummy O
5 of dummy dummy O
6 irrigation dummy dummy O
7 solutions dummy dummy O
8 on dummy dummy O
9 rat dummy dummy O
10 bladders dummy dummy O
11 . dummy dummy O

1 Further dummy dummy O
2 studies dummy dummy O
3 on dummy dummy O
4 the dummy dummy O
5 effects dummy dummy O
6 of dummy dummy O
7 certain dummy dummy O
8 irrigating dummy dummy O
9 fluids dummy dummy O
10 on dummy dummy O
11 the dummy dummy O
12 rat dummy dummy O
13 bladder dummy dummy O
14 for dummy dummy O
15 18 dummy dummy O
16 hours dummy dummy O
17 are dummy dummy O
18 reported dummy dummy O
19 . dummy dummy O

1 The dummy dummy O
2 results dummy dummy O
3 have dummy dummy O
4 shown dummy dummy O
5 that dummy dummy O
6 the dummy dummy O
7 degradation dummy dummy O
8 product dummy dummy O
9 p dummy dummy B-Chemical
10 - dummy dummy I-Chemical
11 choloroaniline dummy dummy I-Chemical
12 is dummy dummy O
13 not dummy dummy O
14 a dummy dummy O
15 significant dummy dummy O
16 factor dummy dummy O
17 in dummy dummy O
18 chlorhexidine dummy dummy B-Chemical
19 - dummy dummy I-Chemical
20 digluconate dummy dummy I-Chemical
21 associated dummy dummy O
22 erosive dummy dummy O
23 cystitis dummy dummy B-Disease
24 . dummy dummy O

1 A dummy dummy O
2 high dummy dummy O
3 percentage dummy dummy O
4 of dummy dummy O
5 kanamycin dummy dummy B-Chemical
6 - dummy dummy O
7 colistin dummy dummy B-Chemical
8 and dummy dummy O
9 povidone dummy dummy B-Chemical
10 - dummy dummy I-Chemical
11 iodine dummy dummy I-Chemical
12 irrigations dummy dummy O
13 were dummy dummy O
14 associated dummy dummy O
15 with dummy dummy O
16 erosive dummy dummy O
17 cystitis dummy dummy B-Disease
18 and dummy dummy O
19 suggested dummy dummy O
20 a dummy dummy O
21 possible dummy dummy O
22 complication dummy dummy O
23 with dummy dummy O
24 human dummy dummy O
25 usage dummy dummy O
26 . dummy dummy O

1 Picloxydine dummy dummy B-Chemical
2 irrigations dummy dummy O
3 appeared dummy dummy O
4 to dummy dummy O
5 have dummy dummy O
6 a dummy dummy O
7 lower dummy dummy O
8 incidence dummy dummy O
9 of dummy dummy O
10 erosive dummy dummy O
11 cystitis dummy dummy B-Disease
12 but dummy dummy O
13 further dummy dummy O
14 studies dummy dummy O
15 would dummy dummy O
16 have dummy dummy O
17 to dummy dummy O
18 be dummy dummy O
19 performed dummy dummy O
20 before dummy dummy O
21 it dummy dummy O
22 could dummy dummy O
23 be dummy dummy O
24 recommended dummy dummy O
25 for dummy dummy O
26 use dummy dummy O
27 in dummy dummy O
28 urological dummy dummy O
29 procedures dummy dummy O
30 . dummy dummy O

1 Effects dummy dummy O
2 of dummy dummy O
3 tetrandrine dummy dummy B-Chemical
4 and dummy dummy O
5 fangchinoline dummy dummy B-Chemical
6 on dummy dummy O
7 experimental dummy dummy O
8 thrombosis dummy dummy B-Disease
9 in dummy dummy O
10 mice dummy dummy O
11 and dummy dummy O
12 human dummy dummy O
13 platelet dummy dummy B-Disease
14 aggregation dummy dummy I-Disease
15 . dummy dummy O

1 Tetrandrine dummy dummy B-Chemical
2 ( dummy dummy O
3 TET dummy dummy B-Chemical
4 ) dummy dummy O
5 and dummy dummy O
6 fangchinoline dummy dummy B-Chemical
7 ( dummy dummy O
8 FAN dummy dummy B-Chemical
9 ) dummy dummy O
10 are dummy dummy O
11 two dummy dummy O
12 naturally dummy dummy O
13 occurring dummy dummy O
14 analogues dummy dummy O
15 with dummy dummy O
16 a dummy dummy O
17 bisbenzylisoquinoline dummy dummy B-Chemical
18 structure dummy dummy O
19 . dummy dummy O

1 The dummy dummy O
2 present dummy dummy O
3 study dummy dummy O
4 was dummy dummy O
5 undertaken dummy dummy O
6 to dummy dummy O
7 investigate dummy dummy O
8 the dummy dummy O
9 effects dummy dummy O
10 of dummy dummy O
11 TET dummy dummy B-Chemical
12 and dummy dummy O
13 FAN dummy dummy B-Chemical
14 on dummy dummy O
15 the dummy dummy O
16 experimental dummy dummy O
17 thrombosis dummy dummy B-Disease
18 induced dummy dummy O
19 by dummy dummy O
20 collagen dummy dummy O
21 plus dummy dummy O
22 epinephrine dummy dummy B-Chemical
23 ( dummy dummy O
24 EP dummy dummy B-Chemical
25 ) dummy dummy O
26 in dummy dummy O
27 mice dummy dummy O
28 , dummy dummy O
29 and dummy dummy O
30 platelet dummy dummy B-Disease
31 aggregation dummy dummy I-Disease
32 and dummy dummy O
33 blood dummy dummy B-Disease
34 coagulation dummy dummy I-Disease
35 in dummy dummy O
36 vitro dummy dummy O
37 . dummy dummy O

1 In dummy dummy O
2 the dummy dummy O
3 in dummy dummy O
4 vivo dummy dummy O
5 study dummy dummy O
6 , dummy dummy O
7 the dummy dummy O
8 administration dummy dummy O
9 ( dummy dummy O
10 50 dummy dummy O
11 mg dummy dummy O
12 / dummy dummy O
13 kg dummy dummy O
14 , dummy dummy O
15 i dummy dummy O
16 . dummy dummy O
17 p dummy dummy O
18 . dummy dummy O
19 ) dummy dummy O
20 of dummy dummy O
21 TET dummy dummy B-Chemical
22 and dummy dummy O
23 FAN dummy dummy B-Chemical
24 in dummy dummy O
25 mice dummy dummy O
26 showed dummy dummy O
27 the dummy dummy O
28 inhibition dummy dummy O
29 of dummy dummy O
30 thrombosis dummy dummy B-Disease
31 by dummy dummy O
32 55 dummy dummy O
33 % dummy dummy O
34 and dummy dummy O
35 35 dummy dummy O
36 % dummy dummy O
37 , dummy dummy O
38 respectively dummy dummy O
39 , dummy dummy O
40 while dummy dummy O
41 acetylsalicylic dummy dummy B-Chemical
42 acid dummy dummy I-Chemical
43 ( dummy dummy O
44 ASA dummy dummy B-Chemical
45 , dummy dummy O
46 50 dummy dummy O
47 mg dummy dummy O
48 / dummy dummy O
49 kg dummy dummy O
50 , dummy dummy O
51 i dummy dummy O
52 . dummy dummy O
53 p dummy dummy O
54 . dummy dummy O
55 ) dummy dummy O
56 , dummy dummy O
57 a dummy dummy O
58 positive dummy dummy O
59 control dummy dummy O
60 , dummy dummy O
61 showed dummy dummy O
62 only dummy dummy O
63 30 dummy dummy O
64 % dummy dummy O
65 inhibition dummy dummy O
66 . dummy dummy O

1 In dummy dummy O
2 the dummy dummy O
3 vitro dummy dummy O
4 human dummy dummy O
5 platelet dummy dummy B-Disease
6 aggregations dummy dummy I-Disease
7 induced dummy dummy O
8 by dummy dummy O
9 the dummy dummy O
10 agonists dummy dummy O
11 used dummy dummy O
12 in dummy dummy O
13 tests dummy dummy O
14 , dummy dummy O
15 TET dummy dummy B-Chemical
16 and dummy dummy O
17 FAN dummy dummy B-Chemical
18 showed dummy dummy O
19 the dummy dummy O
20 inhibitions dummy dummy O
21 dose dummy dummy O
22 dependently dummy dummy O
23 . dummy dummy O

1 In dummy dummy O
2 addition dummy dummy O
3 , dummy dummy O
4 neither dummy dummy O
5 TET dummy dummy B-Chemical
6 nor dummy dummy O
7 FAN dummy dummy B-Chemical
8 showed dummy dummy O
9 any dummy dummy O
10 anticoagulation dummy dummy O
11 activities dummy dummy O
12 in dummy dummy O
13 the dummy dummy O
14 measurement dummy dummy O
15 of dummy dummy O
16 the dummy dummy O
17 activated dummy dummy O
18 partial dummy dummy O
19 thromboplastin dummy dummy O
20 time dummy dummy O
21 ( dummy dummy O
22 APTT dummy dummy O
23 ) dummy dummy O
24 , dummy dummy O
25 prothrombin dummy dummy O
26 time dummy dummy O
27 ( dummy dummy O
28 PT dummy dummy O
29 ) dummy dummy O
30 and dummy dummy O
31 thrombin dummy dummy O
32 time dummy dummy O
33 ( dummy dummy O
34 TT dummy dummy O
35 ) dummy dummy O
36 using dummy dummy O
37 human dummy dummy O
38 - dummy dummy O
39 citrated dummy dummy O
40 plasma dummy dummy O
41 . dummy dummy O

1 These dummy dummy O
2 results dummy dummy O
3 suggest dummy dummy O
4 that dummy dummy O
5 antithrombosis dummy dummy O
6 of dummy dummy O
7 TET dummy dummy B-Chemical
8 and dummy dummy O
9 FAN dummy dummy B-Chemical
10 in dummy dummy O
11 mice dummy dummy O
12 may dummy dummy O
13 be dummy dummy O
14 mainly dummy dummy O
15 related dummy dummy O
16 to dummy dummy O
17 the dummy dummy O
18 antiplatelet dummy dummy O
19 aggregation dummy dummy O
20 activities dummy dummy O
21 . dummy dummy O

1 Angioedema dummy dummy B-Disease
2 due dummy dummy O
3 to dummy dummy O
4 ACE dummy dummy B-Chemical
5 inhibitors dummy dummy I-Chemical
6 : dummy dummy O
7 common dummy dummy O
8 and dummy dummy O
9 inadequately dummy dummy O
10 diagnosed dummy dummy O
11 . dummy dummy O

1 The dummy dummy O
2 estimated dummy dummy O
3 incidence dummy dummy O
4 of dummy dummy O
5 angioedema dummy dummy B-Disease
6 during dummy dummy O
7 angiotensin dummy dummy B-Chemical
8 - dummy dummy I-Chemical
9 converting dummy dummy I-Chemical
10 enzyme dummy dummy I-Chemical
11 ( dummy dummy I-Chemical
12 ACE dummy dummy I-Chemical
13 ) dummy dummy I-Chemical
14 inhibitor dummy dummy I-Chemical
15 treatment dummy dummy O
16 is dummy dummy O
17 between dummy dummy O
18 1 dummy dummy O
19 and dummy dummy O
20 7 dummy dummy O
21 per dummy dummy O
22 thousand dummy dummy O
23 patients dummy dummy O
24 . dummy dummy O

1 This dummy dummy O
2 potentially dummy dummy O
3 serious dummy dummy O
4 adverse dummy dummy O
5 effect dummy dummy O
6 is dummy dummy O
7 often dummy dummy O
8 preceded dummy dummy O
9 by dummy dummy O
10 minor dummy dummy O
11 manifestations dummy dummy O
12 that dummy dummy O
13 may dummy dummy O
14 serve dummy dummy O
15 as dummy dummy O
16 a dummy dummy O
17 warning dummy dummy O
18 . dummy dummy O

1 Cocaine dummy dummy B-Chemical
2 - dummy dummy O
3 induced dummy dummy O
4 mood dummy dummy B-Disease
5 disorder dummy dummy I-Disease
6 : dummy dummy O
7 prevalence dummy dummy O
8 rates dummy dummy O
9 and dummy dummy O
10 psychiatric dummy dummy B-Disease
11 symptoms dummy dummy O
12 in dummy dummy O
13 an dummy dummy O
14 outpatient dummy dummy O
15 cocaine dummy dummy B-Chemical
16 - dummy dummy O
17 dependent dummy dummy O
18 sample dummy dummy O
19 . dummy dummy O

1 This dummy dummy O
2 paper dummy dummy O
3 attempts dummy dummy O
4 to dummy dummy O
5 examine dummy dummy O
6 and dummy dummy O
7 compare dummy dummy O
8 prevalence dummy dummy O
9 rates dummy dummy O
10 and dummy dummy O
11 symptom dummy dummy O
12 patterns dummy dummy O
13 of dummy dummy O
14 DSM dummy dummy O
15 substance dummy dummy O
16 - dummy dummy O
17 induced dummy dummy O
18 and dummy dummy O
19 other dummy dummy O
20 mood dummy dummy B-Disease
21 disorders dummy dummy I-Disease
22 . dummy dummy O

1 243 dummy dummy O
2 cocaine dummy dummy B-Chemical
3 - dummy dummy O
4 dependent dummy dummy O
5 outpatients dummy dummy O
6 with dummy dummy O
7 cocaine dummy dummy B-Chemical
8 - dummy dummy O
9 induced dummy dummy O
10 mood dummy dummy B-Disease
11 disorder dummy dummy I-Disease
12 ( dummy dummy O
13 CIMD dummy dummy B-Disease
14 ) dummy dummy O
15 , dummy dummy O
16 other dummy dummy O
17 mood dummy dummy B-Disease
18 disorders dummy dummy I-Disease
19 , dummy dummy O
20 or dummy dummy O
21 no dummy dummy O
22 mood dummy dummy B-Disease
23 disorder dummy dummy I-Disease
24 were dummy dummy O
25 compared dummy dummy O
26 on dummy dummy O
27 measures dummy dummy O
28 of dummy dummy O
29 psychiatric dummy dummy B-Disease
30 symptoms dummy dummy O
31 . dummy dummy O

1 The dummy dummy O
2 prevalence dummy dummy O
3 rate dummy dummy O
4 for dummy dummy O
5 CIMD dummy dummy B-Disease
6 was dummy dummy O
7 12 dummy dummy O
8 % dummy dummy O
9 at dummy dummy O
10 baseline dummy dummy O
11 . dummy dummy O

1 Introduction dummy dummy O
2 of dummy dummy O
3 the dummy dummy O
4 DSM dummy dummy O
5 - dummy dummy O
6 IV dummy dummy O
7 diagnosis dummy dummy O
8 of dummy dummy O
9 CIMD dummy dummy B-Disease
10 did dummy dummy O
11 not dummy dummy O
12 substantially dummy dummy O
13 affect dummy dummy O
14 rates dummy dummy O
15 of dummy dummy O
16 the dummy dummy O
17 other dummy dummy O
18 depressive dummy dummy B-Disease
19 disorders dummy dummy I-Disease
20 . dummy dummy O

1 Patients dummy dummy O
2 with dummy dummy O
3 CIMD dummy dummy B-Disease
4 had dummy dummy O
5 symptom dummy dummy O
6 severity dummy dummy O
7 levels dummy dummy O
8 between dummy dummy O
9 those dummy dummy O
10 of dummy dummy O
11 patients dummy dummy O
12 with dummy dummy O
13 and dummy dummy O
14 without dummy dummy O
15 a dummy dummy O
16 mood dummy dummy B-Disease
17 disorder dummy dummy I-Disease
18 . dummy dummy O

1 These dummy dummy O
2 findings dummy dummy O
3 suggest dummy dummy O
4 some dummy dummy O
5 validity dummy dummy O
6 for dummy dummy O
7 the dummy dummy O
8 new dummy dummy O
9 DSM dummy dummy O
10 - dummy dummy O
11 IV dummy dummy O
12 diagnosis dummy dummy O
13 of dummy dummy O
14 CIMD dummy dummy B-Disease
15 , dummy dummy O
16 but dummy dummy O
17 also dummy dummy O
18 suggest dummy dummy O
19 that dummy dummy O
20 it dummy dummy O
21 requires dummy dummy O
22 further dummy dummy O
23 specification dummy dummy O
24 and dummy dummy O
25 replication dummy dummy O
26 . dummy dummy O

1 Effect dummy dummy O
2 of dummy dummy O
3 fucoidan dummy dummy B-Chemical
4 treatment dummy dummy O
5 on dummy dummy O
6 collagenase dummy dummy O
7 - dummy dummy O
8 induced dummy dummy O
9 intracerebral dummy dummy B-Disease
10 hemorrhage dummy dummy I-Disease
11 in dummy dummy O
12 rats dummy dummy O
13 . dummy dummy O

1 Inflammatory dummy dummy O
2 cells dummy dummy O
3 are dummy dummy O
4 postulated dummy dummy O
5 to dummy dummy O
6 mediate dummy dummy O
7 some dummy dummy O
8 of dummy dummy O
9 the dummy dummy O
10 brain dummy dummy B-Disease
11 damage dummy dummy I-Disease
12 following dummy dummy O
13 ischemic dummy dummy B-Disease
14 stroke dummy dummy I-Disease
15 . dummy dummy O

1 Intracerebral dummy dummy B-Disease
2 hemorrhage dummy dummy I-Disease
3 is dummy dummy O
4 associated dummy dummy O
5 with dummy dummy O
6 more dummy dummy O
7 inflammation dummy dummy B-Disease
8 than dummy dummy O
9 ischemic dummy dummy B-Disease
10 stroke dummy dummy I-Disease
11 . dummy dummy O

1 We dummy dummy O
2 tested dummy dummy O
3 the dummy dummy O
4 sulfated dummy dummy O
5 polysaccharide dummy dummy O
6 fucoidan dummy dummy B-Chemical
7 , dummy dummy O
8 which dummy dummy O
9 has dummy dummy O
10 been dummy dummy O
11 reported dummy dummy O
12 to dummy dummy O
13 reduce dummy dummy O
14 inflammatory dummy dummy O
15 brain dummy dummy B-Disease
16 damage dummy dummy I-Disease
17 , dummy dummy O
18 in dummy dummy O
19 a dummy dummy O
20 rat dummy dummy O
21 model dummy dummy O
22 of dummy dummy O
23 intracerebral dummy dummy B-Disease
24 hemorrhage dummy dummy I-Disease
25 induced dummy dummy O
26 by dummy dummy O
27 injection dummy dummy O
28 of dummy dummy O
29 bacterial dummy dummy O
30 collagenase dummy dummy O
31 into dummy dummy O
32 the dummy dummy O
33 caudate dummy dummy O
34 nucleus dummy dummy O
35 . dummy dummy O

1 Rats dummy dummy O
2 were dummy dummy O
3 treated dummy dummy O
4 with dummy dummy O
5 seven dummy dummy O
6 day dummy dummy O
7 intravenous dummy dummy O
8 infusion dummy dummy O
9 of dummy dummy O
10 fucoidan dummy dummy B-Chemical
11 ( dummy dummy O
12 30 dummy dummy O
13 micrograms dummy dummy O
14 h dummy dummy O
15 - dummy dummy O
16 1 dummy dummy O
17 ) dummy dummy O
18 or dummy dummy O
19 vehicle dummy dummy O
20 . dummy dummy O

1 The dummy dummy O
2 hematoma dummy dummy B-Disease
3 was dummy dummy O
4 assessed dummy dummy O
5 in dummy dummy O
6 vivo dummy dummy O
7 by dummy dummy O
8 magnetic dummy dummy O
9 resonance dummy dummy O
10 imaging dummy dummy O
11 . dummy dummy O

1 Motor dummy dummy O
2 behavior dummy dummy O
3 , dummy dummy O
4 passive dummy dummy O
5 avoidance dummy dummy O
6 , dummy dummy O
7 and dummy dummy O
8 skilled dummy dummy O
9 forelimb dummy dummy O
10 function dummy dummy O
11 were dummy dummy O
12 tested dummy dummy O
13 repeatedly dummy dummy O
14 for dummy dummy O
15 six dummy dummy O
16 weeks dummy dummy O
17 . dummy dummy O

1 Fucoidan dummy dummy B-Chemical
2 - dummy dummy O
3 treated dummy dummy O
4 rats dummy dummy O
5 exhibited dummy dummy O
6 evidence dummy dummy O
7 of dummy dummy O
8 impaired dummy dummy B-Disease
9 blood dummy dummy I-Disease
10 clotting dummy dummy I-Disease
11 and dummy dummy O
12 hemodilution dummy dummy B-Disease
13 , dummy dummy O
14 had dummy dummy O
15 larger dummy dummy O
16 hematomas dummy dummy B-Disease
17 , dummy dummy O
18 and dummy dummy O
19 tended dummy dummy O
20 to dummy dummy O
21 have dummy dummy O
22 less dummy dummy O
23 inflammation dummy dummy B-Disease
24 in dummy dummy O
25 the dummy dummy O
26 vicinity dummy dummy O
27 of dummy dummy O
28 the dummy dummy O
29 hematoma dummy dummy B-Disease
30 after dummy dummy O
31 three dummy dummy O
32 days dummy dummy O
33 . dummy dummy O

1 They dummy dummy O
2 showed dummy dummy O
3 significantly dummy dummy O
4 more dummy dummy O
5 rapid dummy dummy O
6 improvement dummy dummy O
7 of dummy dummy O
8 motor dummy dummy O
9 function dummy dummy O
10 in dummy dummy O
11 the dummy dummy O
12 first dummy dummy O
13 week dummy dummy O
14 following dummy dummy O
15 hemorrhage dummy dummy B-Disease
16 and dummy dummy O
17 better dummy dummy O
18 memory dummy dummy O
19 retention dummy dummy O
20 in dummy dummy O
21 the dummy dummy O
22 passive dummy dummy O
23 avoidance dummy dummy O
24 test dummy dummy O
25 . dummy dummy O

1 Acute dummy dummy O
2 white dummy dummy B-Disease
3 matter dummy dummy I-Disease
4 edema dummy dummy I-Disease
5 and dummy dummy O
6 eventual dummy dummy O
7 neuronal dummy dummy B-Disease
8 loss dummy dummy I-Disease
9 in dummy dummy O
10 the dummy dummy O
11 striatum dummy dummy O
12 adjacent dummy dummy O
13 to dummy dummy O
14 the dummy dummy O
15 hematoma dummy dummy B-Disease
16 did dummy dummy O
17 not dummy dummy O
18 differ dummy dummy O
19 between dummy dummy O
20 the dummy dummy O
21 two dummy dummy O
22 groups dummy dummy O
23 . dummy dummy O

1 Investigation dummy dummy O
2 of dummy dummy O
3 more dummy dummy O
4 specific dummy dummy O
5 anti dummy dummy O
6 - dummy dummy O
7 inflammatory dummy dummy O
8 agents dummy dummy O
9 and dummy dummy O
10 hemodiluting dummy dummy O
11 agents dummy dummy O
12 are dummy dummy O
13 warranted dummy dummy O
14 in dummy dummy O
15 intracerebral dummy dummy B-Disease
16 hemorrhage dummy dummy I-Disease
17 . dummy dummy O

1 Recurarization dummy dummy O
2 in dummy dummy O
3 the dummy dummy O
4 recovery dummy dummy O
5 room dummy dummy O
6 . dummy dummy O

1 A dummy dummy O
2 case dummy dummy O
3 of dummy dummy O
4 recurarization dummy dummy O
5 in dummy dummy O
6 the dummy dummy O
7 recovery dummy dummy O
