7 the dummy dummy O
8 effects dummy dummy O
9 of dummy dummy O
10 OCT dummy dummy B-Chemical
11 on dummy dummy O
12 serum dummy dummy O
13 PTH dummy dummy O
14 levels dummy dummy O
15 and dummy dummy O
16 bone dummy dummy O
17 turnover dummy dummy O
18 in dummy dummy O
19 states dummy dummy O
20 of dummy dummy O
21 normal dummy dummy O
22 or dummy dummy O
23 impaired dummy dummy B-Disease
24 renal dummy dummy I-Disease
25 function dummy dummy I-Disease
26 . dummy dummy O

1 METHODS dummy dummy O
2 : dummy dummy O
3 Sixty dummy dummy O
4 dogs dummy dummy O
5 were dummy dummy O
6 either dummy dummy O
7 nephrectomized dummy dummy O
8 ( dummy dummy O
9 Nx dummy dummy O
10 , dummy dummy O
11 N dummy dummy O
12 = dummy dummy O
13 38 dummy dummy O
14 ) dummy dummy O
15 or dummy dummy O
16 sham dummy dummy O
17 - dummy dummy O
18 operated dummy dummy O
19 ( dummy dummy O
20 Sham dummy dummy O
21 , dummy dummy O
22 N dummy dummy O
23 = dummy dummy O
24 22 dummy dummy O
25 ) dummy dummy O
26 . dummy dummy O

1 The dummy dummy O
2 animals dummy dummy O
3 received dummy dummy O
4 supplemental dummy dummy O
5 phosphate dummy dummy B-Chemical
6 to dummy dummy O
7 enhance dummy dummy O
8 PTH dummy dummy O
9 secretion dummy dummy O
10 . dummy dummy O

1 Fourteen dummy dummy O
2 weeks dummy dummy O
3 after dummy dummy O
4 the dummy dummy O
5 start dummy dummy O
6 of dummy dummy O
7 phosphate dummy dummy B-Chemical
8 supplementation dummy dummy O
9 , dummy dummy O
10 half dummy dummy O
11 of dummy dummy O
12 the dummy dummy O
13 Nx dummy dummy O
14 and dummy dummy O
15 Sham dummy dummy O
16 dogs dummy dummy O
17 received dummy dummy O
18 doses dummy dummy O
19 of dummy dummy O
20 OCT dummy dummy B-Chemical
21 ( dummy dummy O
22 three dummy dummy O
23 times dummy dummy O
24 per dummy dummy O
25 week dummy dummy O
26 ) dummy dummy O
27 ; dummy dummy O
28 the dummy dummy O
29 other dummy dummy O
30 half dummy dummy O
31 were dummy dummy O
32 given dummy dummy O
33 vehicle dummy dummy O
34 for dummy dummy O
35 60 dummy dummy O
36 weeks dummy dummy O
37 . dummy dummy O

1 Thereafter dummy dummy O
2 , dummy dummy O
3 the dummy dummy O
4 treatment dummy dummy O
5 modalities dummy dummy O
6 for dummy dummy O
7 a dummy dummy O
8 subset dummy dummy O
9 of dummy dummy O
10 animals dummy dummy O
11 were dummy dummy O
12 crossed dummy dummy O
13 over dummy dummy O
14 for dummy dummy O
15 an dummy dummy O
16 additional dummy dummy O
17 eight dummy dummy O
18 months dummy dummy O
19 . dummy dummy O

1 Biochemical dummy dummy O
2 and dummy dummy O
3 hormonal dummy dummy O
4 indices dummy dummy O
5 of dummy dummy O
6 calcium dummy dummy B-Chemical
7 and dummy dummy O
8 bone dummy dummy O
9 metabolism dummy dummy O
10 were dummy dummy O
11 measured dummy dummy O
12 throughout dummy dummy O
13 the dummy dummy O
14 study dummy dummy O
15 , dummy dummy O
16 and dummy dummy O
17 bone dummy dummy O
18 biopsies dummy dummy O
19 were dummy dummy O
20 done dummy dummy O
21 at dummy dummy O
22 baseline dummy dummy O
23 , dummy dummy O
24 60 dummy dummy O
25 weeks dummy dummy O
26 after dummy dummy O
27 OCT dummy dummy B-Chemical
28 or dummy dummy O
29 vehicle dummy dummy O
30 treatment dummy dummy O
31 , dummy dummy O
32 and dummy dummy O
33 at dummy dummy O
34 the dummy dummy O
35 end dummy dummy O
36 of dummy dummy O
37 the dummy dummy O
38 crossover dummy dummy O
39 period dummy dummy O
40 . dummy dummy O

1 RESULTS dummy dummy O
2 : dummy dummy O
3 In dummy dummy O
4 Nx dummy dummy O
5 dogs dummy dummy O
6 , dummy dummy O
7 OCT dummy dummy B-Chemical
8 significantly dummy dummy O
9 decreased dummy dummy O
10 serum dummy dummy O
11 PTH dummy dummy O
12 levels dummy dummy O
13 soon dummy dummy O
14 after dummy dummy O
15 the dummy dummy O
16 induction dummy dummy O
17 of dummy dummy O
18 renal dummy dummy B-Disease
19 insufficiency dummy dummy I-Disease
20 . dummy dummy O

1 In dummy dummy O
2 long dummy dummy O
3 - dummy dummy O
4 standing dummy dummy O
5 secondary dummy dummy B-Disease
6 hyperparathyroidism dummy dummy I-Disease
7 , dummy dummy O
8 OCT dummy dummy B-Chemical
9 ( dummy dummy O
10 0 dummy dummy O
11 . dummy dummy O
12 03 dummy dummy O
13 microg dummy dummy O
14 / dummy dummy O
15 kg dummy dummy O
16 ) dummy dummy O
17 stabilized dummy dummy O
18 serum dummy dummy O
19 PTH dummy dummy O
20 levels dummy dummy O
21 during dummy dummy O
22 the dummy dummy O
23 first dummy dummy O
24 months dummy dummy O
25 . dummy dummy O

1 Serum dummy dummy O
2 PTH dummy dummy O
3 levels dummy dummy O
4 rose dummy dummy O
5 thereafter dummy dummy O
6 , dummy dummy O
7 but dummy dummy O
8 the dummy dummy O
9 rise dummy dummy O
10 was dummy dummy O
11 less dummy dummy O
12 pronounced dummy dummy O
13 compared dummy dummy O
14 with dummy dummy O
15 baseline dummy dummy O
16 than dummy dummy O
17 the dummy dummy O
18 rise dummy dummy O
19 seen dummy dummy O
20 in dummy dummy O
21 Nx dummy dummy O
22 control dummy dummy O
23 . dummy dummy O

1 These dummy dummy O
2 effects dummy dummy O
3 were dummy dummy O
4 accompanied dummy dummy O
5 by dummy dummy O
6 episodes dummy dummy O
7 of dummy dummy O
8 hypercalcemia dummy dummy B-Disease
9 and dummy dummy O
10 hyperphosphatemia dummy dummy B-Disease
11 . dummy dummy O

1 In dummy dummy O
2 animals dummy dummy O
3 with dummy dummy O
4 normal dummy dummy O
5 renal dummy dummy O
6 function dummy dummy O
7 , dummy dummy O
8 OCT dummy dummy B-Chemical
9 induced dummy dummy O
10 a dummy dummy O
11 transient dummy dummy O
12 decrease dummy dummy O
13 in dummy dummy O
14 serum dummy dummy O
15 PTH dummy dummy O
16 levels dummy dummy O
17 at dummy dummy O
18 a dummy dummy O
19 dose dummy dummy O
20 of dummy dummy O
21 0 dummy dummy O
22 . dummy dummy O
23 1 dummy dummy O
24 microg dummy dummy O
25 / dummy dummy O
26 kg dummy dummy O
27 , dummy dummy O
28 which dummy dummy O
29 was dummy dummy O
30 not dummy dummy O
31 sustained dummy dummy O
32 with dummy dummy O
33 lowering dummy dummy O
34 of dummy dummy O
35 the dummy dummy O
36 doses dummy dummy O
37 . dummy dummy O

1 In dummy dummy O
2 Nx dummy dummy O
3 dogs dummy dummy O
4 , dummy dummy O
5 OCT dummy dummy B-Chemical
6 reversed dummy dummy O
7 abnormal dummy dummy O
8 bone dummy dummy O
9 formation dummy dummy O
10 , dummy dummy O
11 such dummy dummy O
12 as dummy dummy O
13 woven dummy dummy B-Disease
14 osteoid dummy dummy I-Disease
15 and dummy dummy O
16 fibrosis dummy dummy B-Disease
17 , dummy dummy O
18 but dummy dummy O
19 did dummy dummy O
20 not dummy dummy O
21 significantly dummy dummy O
22 alter dummy dummy O
23 the dummy dummy O
24 level dummy dummy O
25 of dummy dummy O
26 bone dummy dummy O
27 turnover dummy dummy O
28 . dummy dummy O

1 In dummy dummy O
2 addition dummy dummy O
3 , dummy dummy O
4 OCT dummy dummy B-Chemical
5 improved dummy dummy O
6 mineralization dummy dummy O
7 lag dummy dummy O
8 time dummy dummy O
9 , dummy dummy O
10 ( dummy dummy O
11 that dummy dummy O
12 is dummy dummy O
13 , dummy dummy O
14 the dummy dummy O
15 rate dummy dummy O
16 at dummy dummy O
17 which dummy dummy O
18 osteoid dummy dummy O
19 mineralizes dummy dummy O
20 ) dummy dummy O
21 in dummy dummy O
22 both dummy dummy O
23 Nx dummy dummy O
24 and dummy dummy O
25 Sham dummy dummy O
26 dogs dummy dummy O
27 . dummy dummy O

1 CONCLUSIONS dummy dummy O
2 : dummy dummy O
3 These dummy dummy O
4 results dummy dummy O
5 indicate dummy dummy O
6 that dummy dummy O
7 even dummy dummy O
8 though dummy dummy O
9 OCT dummy dummy B-Chemical
10 does dummy dummy O
11 not dummy dummy O
12 completely dummy dummy O
13 prevent dummy dummy O
14 the dummy dummy O
15 occurrence dummy dummy O
16 of dummy dummy O
17 hypercalcemia dummy dummy B-Disease
18 in dummy dummy O
19 experimental dummy dummy O
20 dogs dummy dummy O
21 with dummy dummy O
22 renal dummy dummy B-Disease
23 insufficiency dummy dummy I-Disease
24 , dummy dummy O
25 it dummy dummy O
26 may dummy dummy O
27 be dummy dummy O
28 of dummy dummy O
29 use dummy dummy O
30 in dummy dummy O
31 the dummy dummy O
32 management dummy dummy O
33 of dummy dummy O
34 secondary dummy dummy B-Disease
35 hyperparathyroidism dummy dummy I-Disease
36 because dummy dummy O
37 it dummy dummy O
38 does dummy dummy O
39 not dummy dummy O
40 induce dummy dummy O
41 low dummy dummy B-Disease
42 bone dummy dummy I-Disease
43 turnover dummy dummy I-Disease
44 and dummy dummy O
45 , dummy dummy O
46 therefore dummy dummy O
47 , dummy dummy O
48 does dummy dummy O
49 not dummy dummy O
50 increase dummy dummy O
51 the dummy dummy O
52 risk dummy dummy O
53 of dummy dummy O
54 adynamic dummy dummy B-Disease
55 bone dummy dummy I-Disease
56 disease dummy dummy I-Disease
57 . dummy dummy O

1 Hypotension dummy dummy B-Disease
2 , dummy dummy O
3 bradycardia dummy dummy B-Disease
4 , dummy dummy O
5 and dummy dummy O
6 asystole dummy dummy B-Disease
7 after dummy dummy O
8 high dummy dummy O
9 - dummy dummy O
10 dose dummy dummy O
11 intravenous dummy dummy O
12 methylprednisolone dummy dummy B-Chemical
13 in dummy dummy O
14 a dummy dummy O
15 monitored dummy dummy O
16 patient dummy dummy O
17 . dummy dummy O

1 We dummy dummy O
2 report dummy dummy O
3 a dummy dummy O
4 case dummy dummy O
5 of dummy dummy O
6 hypotension dummy dummy B-Disease
7 , dummy dummy O
8 bradycardia dummy dummy B-Disease
9 , dummy dummy O
10 and dummy dummy O
11 asystole dummy dummy B-Disease
12 after dummy dummy O
13 intravenous dummy dummy O
14 administration dummy dummy O
15 of dummy dummy O
16 high dummy dummy O
17 - dummy dummy O
18 dose dummy dummy O
19 methylprednisolone dummy dummy B-Chemical
20 in dummy dummy O
21 a dummy dummy O
22 73 dummy dummy O
23 - dummy dummy O
24 year dummy dummy O
25 - dummy dummy O
26 old dummy dummy O
27 patient dummy dummy O
28 who dummy dummy O
29 underwent dummy dummy O
30 electrocardiographic dummy dummy O
31 ( dummy dummy O
32 ECG dummy dummy O
33 ) dummy dummy O
34 monitoring dummy dummy O
35 throughout dummy dummy O
36 the dummy dummy O
37 episode dummy dummy O
38 . dummy dummy O

1 There dummy dummy O
2 was dummy dummy O
3 a dummy dummy O
4 history dummy dummy O
5 of dummy dummy O
6 ischemic dummy dummy B-Disease
7 cardiac dummy dummy B-Disease
8 disease dummy dummy I-Disease
9 9 dummy dummy O
10 years dummy dummy O
11 earlier dummy dummy O
12 . dummy dummy O

1 The dummy dummy O
2 patient dummy dummy O
3 was dummy dummy O
4 admitted dummy dummy O
5 with dummy dummy O
6 a dummy dummy O
7 pulmonary dummy dummy B-Disease
8 - dummy dummy I-Disease
9 renal dummy dummy I-Disease
10 syndrome dummy dummy I-Disease
11 with dummy dummy O
12 hemoptysis dummy dummy B-Disease
13 , dummy dummy O
14 rapidly dummy dummy O
15 progressive dummy dummy O
16 renal dummy dummy B-Disease
17 failure dummy dummy I-Disease
18 , dummy dummy O
19 and dummy dummy O
20 hypoxemia dummy dummy B-Disease
21 that dummy dummy O
22 required dummy dummy O
23 mechanical dummy dummy O
24 ventilation dummy dummy O
25 in dummy dummy O
26 the dummy dummy O
27 intensive dummy dummy O
28 care dummy dummy O
29 unit dummy dummy O
30 . dummy dummy O

1 After dummy dummy O
2 receiving dummy dummy O
3 advanced dummy dummy O
4 cardiopulmonary dummy dummy O
5 resuscitation dummy dummy O
6 , dummy dummy O
7 the dummy dummy O
8 patient dummy dummy O
9 recovered dummy dummy O
10 cardiac dummy dummy O
11 rhythm dummy dummy O
12 . dummy dummy O

1 The dummy dummy O
2 ECG dummy dummy O
3 showed dummy dummy O
4 a dummy dummy O
5 junctional dummy dummy O
6 rhythm dummy dummy O
7 without dummy dummy O
8 ventricular dummy dummy B-Disease
9 arrhythmia dummy dummy I-Disease
10 . dummy dummy O

1 This dummy dummy O
2 study dummy dummy O
3 reviews dummy dummy O
4 the dummy dummy O
5 current dummy dummy O
6 proposed dummy dummy O
7 mechanisms dummy dummy O
8 of dummy dummy O
9 sudden dummy dummy B-Disease
10 death dummy dummy I-Disease
11 after dummy dummy O
12 a dummy dummy O
13 high dummy dummy O
14 dose dummy dummy O
15 of dummy dummy O
16 intravenous dummy dummy O
17 methylprednisolone dummy dummy B-Chemical
18 ( dummy dummy O
19 IVMP dummy dummy B-Chemical
20 ) dummy dummy O
21 . dummy dummy O

1 These dummy dummy O
2 mechanisms dummy dummy O
3 are dummy dummy O
4 not dummy dummy O
5 well dummy dummy O
6 understood dummy dummy O
7 because dummy dummy O
8 , dummy dummy O
9 in dummy dummy O
10 most dummy dummy O
11 cases dummy dummy O
12 , dummy dummy O
13 the dummy dummy O
14 patients dummy dummy O
15 were dummy dummy O
16 not dummy dummy O
17 monitored dummy dummy O
18 at dummy dummy O
19 the dummy dummy O
20 moment dummy dummy O
21 of dummy dummy O
22 the dummy dummy O
23 event dummy dummy O
24 . dummy dummy O

1 Rapid dummy dummy O
2 infusion dummy dummy O
3 and dummy dummy O
4 underlying dummy dummy O
5 cardiac dummy dummy B-Disease
6 disease dummy dummy I-Disease
7 were dummy dummy O
8 important dummy dummy O
9 risk dummy dummy O
10 factors dummy dummy O
11 in dummy dummy O
12 the dummy dummy O
13 case dummy dummy O
14 reported dummy dummy O
15 here dummy dummy O
16 , dummy dummy O
17 and dummy dummy O
18 the dummy dummy O
19 authors dummy dummy O
20 discount dummy dummy O
21 ventricular dummy dummy B-Disease
22 arrhythmia dummy dummy I-Disease
23 as dummy dummy O
24 the dummy dummy O
25 main dummy dummy O
26 mechanism dummy dummy O
27 . dummy dummy O

1 Worsening dummy dummy O
2 of dummy dummy O
3 levodopa dummy dummy B-Chemical
4 - dummy dummy O
5 induced dummy dummy O
6 dyskinesias dummy dummy B-Disease
7 by dummy dummy O
8 motor dummy dummy O
9 and dummy dummy O
10 mental dummy dummy O
11 tasks dummy dummy O
12 . dummy dummy O

1 Ten dummy dummy O
2 patients dummy dummy O
3 who dummy dummy O
4 had dummy dummy O
5 Parkinson dummy dummy B-Disease
6 ' dummy dummy I-Disease
7 s dummy dummy I-Disease
8 disease dummy dummy I-Disease
9 with dummy dummy O
10 disabling dummy dummy O
11 dyskinesia dummy dummy B-Disease
12 were dummy dummy O
13 included dummy dummy O
14 in dummy dummy O
15 this dummy dummy O
16 study dummy dummy O
17 to dummy dummy O
18 evaluate dummy dummy O
19 the dummy dummy O
20 role dummy dummy O
21 of dummy dummy O
22 mental dummy dummy O
23 ( dummy dummy O
24 mental dummy dummy O
25 calculation dummy dummy O
26 ) dummy dummy O
27 and dummy dummy O
28 motor dummy dummy O
29 ( dummy dummy O
30 flexion dummy dummy O
31 / dummy dummy O
32 extension dummy dummy O
33 of dummy dummy O
34 right dummy dummy O
35 fingers dummy dummy O
36 , dummy dummy O
37 flexion dummy dummy O
38 / dummy dummy O
39 extension dummy dummy O
40 of dummy dummy O
41 left dummy dummy O
42 fingers dummy dummy O
43 , dummy dummy O
44 flexion dummy dummy O
45 / dummy dummy O
46 extension dummy dummy O
47 of dummy dummy O
48 the dummy dummy O
49 neck dummy dummy O
50 , dummy dummy O
51 speaking dummy dummy O
52 aloud dummy dummy O
53 ) dummy dummy O
54 tasks dummy dummy O
55 on dummy dummy O
56 the dummy dummy O
57 worsening dummy dummy O
58 of dummy dummy O
59 peak dummy dummy O
60 - dummy dummy O
61 dose dummy dummy O
62 dyskinesia dummy dummy B-Disease
63 following dummy dummy O
64 administration dummy dummy O
65 of dummy dummy O
66 an dummy dummy O
67 effective dummy dummy O
68 single dummy dummy O
69 dose dummy dummy O
70 of dummy dummy O
71 apomorphine dummy dummy B-Chemical
72 . dummy dummy O

1 Compared dummy dummy O
2 with dummy dummy O
3 the dummy dummy O
4 score dummy dummy O
5 at dummy dummy O
6 rest dummy dummy O
7 ( dummy dummy O
8 1 dummy dummy O
9 . dummy dummy O
10 3 dummy dummy O
11 + dummy dummy O
12 / dummy dummy O
13 - dummy dummy O
14 0 dummy dummy O
15 . dummy dummy O
16 3 dummy dummy O
17 ) dummy dummy O
18 , dummy dummy O
19 a dummy dummy O
20 significant dummy dummy O
21 aggravation dummy dummy O
22 of dummy dummy O
23 the dummy dummy O
24 dyskinesia dummy dummy B-Disease
25 score dummy dummy O
26 was dummy dummy O
27 observed dummy dummy O
28 during dummy dummy O
29 speaking dummy dummy O
30 aloud dummy dummy O
31 ( dummy dummy O
32 5 dummy dummy O
33 . dummy dummy O
34 2 dummy dummy O
35 + dummy dummy O
36 / dummy dummy O
37 - dummy dummy O
38 1 dummy dummy O
39 . dummy dummy O
40 1 dummy dummy O
41 , dummy dummy O
42 p dummy dummy O
43 < dummy dummy O
44 0 dummy dummy O
45 . dummy dummy O
46 05 dummy dummy O
47 ) dummy dummy O
48 , dummy dummy O
49 movements dummy dummy O
50 of dummy dummy O
51 right dummy dummy O
52 ( dummy dummy O
53 4 dummy dummy O
54 . dummy dummy O
55 5 dummy dummy O
56 + dummy dummy O
57 / dummy dummy O
58 - dummy dummy O
59 1 dummy dummy O
60 . dummy dummy O
61 0 dummy dummy O
62 , dummy dummy O
63 p dummy dummy O
64 < dummy dummy O
65 0 dummy dummy O
66 . dummy dummy O
67 05 dummy dummy O
68 ) dummy dummy O
69 and dummy dummy O
70 left dummy dummy O
71 ( dummy dummy O
72 3 dummy dummy O
73 . dummy dummy O
74 7 dummy dummy O
75 + dummy dummy O
76 / dummy dummy O
77 - dummy dummy O
78 0 dummy dummy O
79 . dummy dummy O
80 8 dummy dummy O
81 , dummy dummy O
82 p dummy dummy O
83 < dummy dummy O
84 0 dummy dummy O
85 . dummy dummy O
86 05 dummy dummy O
87 ) dummy dummy O
88 fingers dummy dummy O
89 , dummy dummy O
90 movements dummy dummy O
91 of dummy dummy O
92 the dummy dummy O
93 neck dummy dummy O
94 ( dummy dummy O
95 5 dummy dummy O
96 . dummy dummy O
97 1 dummy dummy O
98 + dummy dummy O
99 / dummy dummy O
100 - dummy dummy O
101 1 dummy dummy O
102 . dummy dummy O
103 0 dummy dummy O
104 , dummy dummy O
105 p dummy dummy O
106 < dummy dummy O
107 0 dummy dummy O
108 . dummy dummy O
109 05 dummy dummy O
110 ) dummy dummy O
111 , dummy dummy O
112 and dummy dummy O
113 mental dummy dummy O
114 calculation dummy dummy O
115 ( dummy dummy O
116 3 dummy dummy O
117 . dummy dummy O
118 1 dummy dummy O
119 + dummy dummy O
120 / dummy dummy O
121 - dummy dummy O
122 1 dummy dummy O
123 . dummy dummy O
124 0 dummy dummy O
125 , dummy dummy O
126 p dummy dummy O
127 < dummy dummy O
128 0 dummy dummy O
129 . dummy dummy O
130 05 dummy dummy O
131 ) dummy dummy O
132 . dummy dummy O

1 These dummy dummy O
2 results dummy dummy O
3 suggest dummy dummy O
4 that dummy dummy O
5 activation dummy dummy O
6 tasks dummy dummy O
7 such dummy dummy O
8 as dummy dummy O
9 " dummy dummy O
10 speaking dummy dummy O
11 aloud dummy dummy O
12 " dummy dummy O
13 could dummy dummy O
14 be dummy dummy O
15 used dummy dummy O
16 for dummy dummy O
17 objective dummy dummy O
18 assessment dummy dummy O
19 of dummy dummy O
20 dyskinesia dummy dummy B-Disease
21 severity dummy dummy O
22 . dummy dummy O

1 Urine dummy dummy O
2 N dummy dummy O
3 - dummy dummy O
4 acetyl dummy dummy O
5 - dummy dummy O
6 beta dummy dummy O
7 - dummy dummy O
8 D dummy dummy O
9 - dummy dummy O
10 glucosaminidase dummy dummy O
11 - dummy dummy O
12 - dummy dummy O
13 a dummy dummy O
14 marker dummy dummy O
15 of dummy dummy O
16 tubular dummy dummy O
17 damage dummy dummy O
18 ? dummy dummy O

1 BACKGROUND dummy dummy O
2 : dummy dummy O
3 Although dummy dummy O
4 an dummy dummy O
5 indicator dummy dummy O
6 of dummy dummy O
7 renal dummy dummy B-Disease
8 tubular dummy dummy I-Disease
9 dysfunction dummy dummy I-Disease
10 , dummy dummy O
11 an dummy dummy O
12 increased dummy dummy O
13 urinary dummy dummy O
14 N dummy dummy O
15 - dummy dummy O
16 acetyl dummy dummy O
17 - dummy dummy O
18 beta dummy dummy O
19 - dummy dummy O
20 D dummy dummy O
21 - dummy dummy O
22 glucosaminidase dummy dummy O
23 ( dummy dummy O
24 NAG dummy dummy O
25 ) dummy dummy O
26 activity dummy dummy O
27 might dummy dummy O
28 reflect dummy dummy O
29 increased dummy dummy O
30 lysosomal dummy dummy O
31 activity dummy dummy O
32 in dummy dummy O
33 renal dummy dummy O
34 tubular dummy dummy O
35 cells dummy dummy O
36 . dummy dummy O

1 METHODS dummy dummy O
2 : dummy dummy O
3 Puromycin dummy dummy B-Chemical
4 aminonucleoside dummy dummy I-Chemical
5 ( dummy dummy O
6 PAN dummy dummy B-Chemical
7 ) dummy dummy O
8 was dummy dummy O
9 administered dummy dummy O
10 to dummy dummy O
11 Sprague dummy dummy O
12 Dawley dummy dummy O
13 rats dummy dummy O
14 to dummy dummy O
15 induce dummy dummy O
16 proteinuria dummy dummy B-Disease
17 . dummy dummy O

1 Total dummy dummy O
2 protein dummy dummy O
3 , dummy dummy O
4 albumin dummy dummy O
5 , dummy dummy O
6 NAG dummy dummy O
7 activity dummy dummy O
8 and dummy dummy O
9 protein dummy dummy O
10 electrophoretic dummy dummy O
11 pattern dummy dummy O
12 were dummy dummy O
13 assessed dummy dummy O
14 in dummy dummy O
15 daily dummy dummy O
16 urine dummy dummy O
17 samples dummy dummy O
18 for dummy dummy O
19 33 dummy dummy O
20 days dummy dummy O
21 . dummy dummy O

1 The dummy dummy O
2 morphological dummy dummy O
3 appearance dummy dummy O
4 of dummy dummy O
5 the dummy dummy O
6 kidneys dummy dummy O
7 was dummy dummy O
8 examined dummy dummy O
9 on dummy dummy O
10 days dummy dummy O
11 three dummy dummy O
12 , dummy dummy O
13 four dummy dummy O
14 , dummy dummy O
15 six dummy dummy O
16 , dummy dummy O
17 eight dummy dummy O
18 and dummy dummy O
19 thirty dummy dummy O
20 three dummy dummy O
21 and dummy dummy O
22 the dummy dummy O
23 NAG dummy dummy O
24 isoenzyme dummy dummy O
25 patterns dummy dummy O
26 on dummy dummy O
27 days dummy dummy O
28 zero dummy dummy O
29 , dummy dummy O
30 four dummy dummy O
31 , dummy dummy O
32 eight dummy dummy O
33 and dummy dummy O
34 thirty dummy dummy O
35 three dummy dummy O
36 . dummy dummy O

1 RESULTS dummy dummy O
2 : dummy dummy O
3 Following dummy dummy O
4 intravenous dummy dummy O
5 PAN dummy dummy B-Chemical
6 urine dummy dummy O
7 volume dummy dummy O
8 and dummy dummy O
9 urine dummy dummy O
10 NAG dummy dummy O
11 activity dummy dummy O
12 increased dummy dummy O
13 significantly dummy dummy O
14 by dummy dummy O
15 day dummy dummy O
16 two dummy dummy O
17 , dummy dummy O
18 but dummy dummy O
19 returned dummy dummy O
20 to dummy dummy O
21 normal dummy dummy O
22 by dummy dummy O
23 day dummy dummy O
24 four dummy dummy O
25 . dummy dummy O

1 After dummy dummy O
2 day dummy dummy O
3 four dummy dummy O
4 all dummy dummy O
5 treated dummy dummy O
6 animals dummy dummy O
7 exhibited dummy dummy O
8 a dummy dummy O
9 marked dummy dummy O
10 rise dummy dummy O
11 in dummy dummy O
12 urine dummy dummy O
13 albumin dummy dummy O
14 , dummy dummy O
15 total dummy dummy O
16 protein dummy dummy O
17 excretion dummy dummy O
18 and dummy dummy O
19 NAG dummy dummy O
20 activity dummy dummy O
21 . dummy dummy O

1 Electrophoresis dummy dummy O
2 showed dummy dummy O
3 a dummy dummy O
4 generalised dummy dummy O
5 increase dummy dummy O
6 in dummy dummy O
7 middle dummy dummy O
8 and dummy dummy O
9 high dummy dummy O
10 molecular dummy dummy O
11 weight dummy dummy O
12 urine dummy dummy O
13 proteins dummy dummy O
14 from dummy dummy O
15 day dummy dummy O
16 four dummy dummy O
17 onwards dummy dummy O
18 . dummy dummy O

1 Protein dummy dummy O
2 droplets dummy dummy O
3 first dummy dummy O
4 appeared dummy dummy O
5 prominent dummy dummy O
6 in dummy dummy O
7 tubular dummy dummy O
8 cells dummy dummy O
9 on dummy dummy O
10 day dummy dummy O
11 four dummy dummy O
12 . dummy dummy O

1 Peak dummy dummy O
2 urine dummy dummy O
3 NAG dummy dummy O
4 activity dummy dummy O
5 and dummy dummy O
6 a dummy dummy O
7 change dummy dummy O
8 in dummy dummy O
9 NAG dummy dummy O
10 isoenzyme dummy dummy O
11 pattern dummy dummy O
12 coincided dummy dummy O
13 with dummy dummy O
14 both dummy dummy O
15 the dummy dummy O
16 peak dummy dummy O
17 proteinuria dummy dummy B-Disease
18 and dummy dummy O
19 the dummy dummy O
20 reduction dummy dummy O
21 in dummy dummy O
22 intracellular dummy dummy O
23 protein dummy dummy O
24 and dummy dummy O
25 NAG dummy dummy O
26 droplets dummy dummy O
27 ( dummy dummy O
28 day dummy dummy O
