associated	9	O
with	5	O
erosive	5	O
cystitis	9	B-Disease
and	5	O
suggested	9	O
a	5	O
possible	5	O
complication	5	O
with	5	O
human	3	O
usage	9	O
.	9	O

Picloxydine	_	B-Chemical
irrigations	5	O
appeared	9	O
to	5	O
have	5	O
a	5	O
lower	9	O
incidence	5	O
of	5	O
erosive	5	O
cystitis	9	B-Disease
but	9	O
further	9	O
studies	9	O
would	5	O
have	5	O
to	5	O
be	5	O
performed	9	O
before	9	O
it	5	O
could	9	O
be	5	O
recommended	5	O
for	5	O
use	5	O
in	5	O
urological	5	O
procedures	5	O
.	9	O

Effects	9	O
of	5	O
tetrandrine	0	B-Chemical
and	5	O
fangchinoline	3	B-Chemical
on	5	O
experimental	5	O
thrombosis	5	B-Disease
in	5	O
mice	3	O
and	5	O
human	3	O
platelet	9	B-Disease
aggregation	9	I-Disease
.	9	O

Tetrandrine	0	B-Chemical
(	9	O
TET	9	B-Chemical
)	9	O
and	5	O
fangchinoline	3	B-Chemical
(	9	O
FAN	2	B-Chemical
)	9	O
are	5	O
two	5	O
naturally	9	O
occurring	9	O
analogues	0	O
with	5	O
a	5	O
bisbenzylisoquinoline	0	B-Chemical
structure	9	O
.	9	O

The	5	O
present	9	O
study	9	O
was	9	O
undertaken	5	O
to	5	O
investigate	9	O
the	5	O
effects	9	O
of	5	O
TET	9	B-Chemical
and	5	O
FAN	2	B-Chemical
on	5	O
the	5	O
experimental	5	O
thrombosis	5	B-Disease
induced	3	O
by	9	O
collagen	3	O
plus	9	O
epinephrine	0	B-Chemical
(	9	O
EP	9	B-Chemical
)	9	O
in	5	O
mice	3	O
,	9	O
and	5	O
platelet	9	B-Disease
aggregation	9	I-Disease
and	5	O
blood	9	B-Disease
coagulation	5	I-Disease
in	5	O
vitro	3	O
.	9	O

In	9	O
the	5	O
in	5	O
vivo	3	O
study	9	O
,	9	O
the	5	O
administration	9	O
(	9	O
50	0	O
mg	0	O
/	9	O
kg	0	O
,	9	O
i	9	O
.	9	O
p	7	O
.	9	O
)	9	O
of	5	O
TET	9	B-Chemical
and	5	O
FAN	2	B-Chemical
in	5	O
mice	3	O
showed	9	O
the	5	O
inhibition	3	O
of	5	O
thrombosis	5	B-Disease
by	9	O
55	7	O
%	9	O
and	5	O
35	9	O
%	9	O
,	9	O
respectively	9	O
,	9	O
while	9	O
acetylsalicylic	0	B-Chemical
acid	0	I-Chemical
(	9	O
ASA	9	B-Chemical
,	9	O
50	0	O
mg	0	O
/	9	O
kg	0	O
,	9	O
i	9	O
.	9	O
p	7	O
.	9	O
)	9	O
,	9	O
a	5	O
positive	9	O
control	9	O
,	9	O
showed	9	O
only	9	O
30	9	O
%	9	O
inhibition	3	O
.	9	O

In	9	O
the	5	O
vitro	3	O
human	3	O
platelet	9	B-Disease
aggregations	9	I-Disease
induced	3	O
by	9	O
the	5	O
agonists	3	O
used	5	O
in	5	O
tests	5	O
,	9	O
TET	9	B-Chemical
and	5	O
FAN	2	B-Chemical
showed	9	O
the	5	O
inhibitions	9	O
dose	9	O
dependently	3	O
.	9	O

In	9	O
addition	9	O
,	9	O
neither	9	O
TET	9	B-Chemical
nor	9	O
FAN	2	B-Chemical
showed	9	O
any	5	O
anticoagulation	5	O
activities	9	O
in	5	O
the	5	O
measurement	5	O
of	5	O
the	5	O
activated	3	O
partial	9	O
thromboplastin	5	O
time	5	O
(	9	O
APTT	5	O
)	9	O
,	9	O
prothrombin	9	O
time	5	O
(	9	O
PT	9	O
)	9	O
and	5	O
thrombin	0	O
time	5	O
(	9	O
TT	7	O
)	9	O
using	9	O
human	3	O
-	7	O
citrated	0	O
plasma	9	O
.	9	O

These	5	O
results	9	O
suggest	9	O
that	5	O
antithrombosis	5	O
of	5	O
TET	9	B-Chemical
and	5	O
FAN	2	B-Chemical
in	5	O
mice	3	O
may	5	O
be	5	O
mainly	9	O
related	9	O
to	5	O
the	5	O
antiplatelet	5	O
aggregation	9	O
activities	9	O
.	9	O

Angioedema	5	B-Disease
due	5	O
to	5	O
ACE	9	B-Chemical
inhibitors	3	I-Chemical
:	9	O
common	5	O
and	5	O
inadequately	5	O
diagnosed	5	O
.	9	O

The	5	O
estimated	5	O
incidence	5	O
of	5	O
angioedema	5	B-Disease
during	5	O
angiotensin	9	B-Chemical
-	7	I-Chemical
converting	9	I-Chemical
enzyme	0	I-Chemical
(	9	I-Chemical
ACE	9	I-Chemical
)	9	I-Chemical
inhibitor	3	I-Chemical
treatment	9	O
is	5	O
between	5	O
1	9	O
and	5	O
7	9	O
per	9	O
thousand	5	O
patients	5	O
.	9	O

This	5	O
potentially	5	O
serious	5	O
adverse	5	O
effect	9	O
is	5	O
often	5	O
preceded	9	O
by	9	O
minor	9	O
manifestations	5	O
that	5	O
may	5	O
serve	5	O
as	5	O
a	5	O
warning	5	O
.	9	O

Cocaine	5	B-Chemical
-	7	O
induced	3	O
mood	5	B-Disease
disorder	5	I-Disease
:	9	O
prevalence	5	O
rates	5	O
and	5	O
psychiatric	5	B-Disease
symptoms	5	O
in	5	O
an	5	O
outpatient	5	O
cocaine	5	B-Chemical
-	7	O
dependent	9	O
sample	9	O
.	9	O

This	5	O
paper	5	O
attempts	5	O
to	5	O
examine	9	O
and	5	O
compare	9	O
prevalence	5	O
rates	5	O
and	5	O
symptom	5	O
patterns	5	O
of	5	O
DSM	4	O
substance	5	O
-	7	O
induced	3	O
and	5	O
other	5	O
mood	5	B-Disease
disorders	5	I-Disease
.	9	O

243	7	O
cocaine	5	B-Chemical
-	7	O
dependent	9	O
outpatients	5	O
with	5	O
cocaine	5	B-Chemical
-	7	O
induced	3	O
mood	5	B-Disease
disorder	5	I-Disease
(	9	O
CIMD	3	B-Disease
)	9	O
,	9	O
other	5	O
mood	5	B-Disease
disorders	5	I-Disease
,	9	O
or	5	O
no	9	O
mood	5	B-Disease
disorder	5	I-Disease
were	9	O
compared	9	O
on	5	O
measures	5	O
of	5	O
psychiatric	5	B-Disease
symptoms	5	O
.	9	O

The	5	O
prevalence	5	O
rate	9	O
for	5	O
CIMD	3	B-Disease
was	9	O
12	9	O
%	9	O
at	9	O
baseline	5	O
.	9	O

Introduction	5	O
of	5	O
the	5	O
DSM	4	O
-	7	O
IV	9	O
diagnosis	5	O
of	5	O
CIMD	3	B-Disease
did	9	O
not	5	O
substantially	9	O
affect	9	O
rates	5	O
of	5	O
the	5	O
other	5	O
depressive	5	B-Disease
disorders	5	I-Disease
.	9	O

Patients	5	O
with	5	O
CIMD	3	B-Disease
had	9	O
symptom	5	O
severity	5	O
levels	3	O
between	5	O
those	5	O
of	5	O
patients	5	O
with	5	O
and	5	O
without	9	O
a	5	O
mood	5	B-Disease
disorder	5	I-Disease
.	9	O

These	5	O
findings	9	O
suggest	9	O
some	5	O
validity	5	O
for	5	O
the	5	O
new	5	O
DSM	4	O
-	7	O
IV	9	O
diagnosis	5	O
of	5	O
CIMD	3	B-Disease
,	9	O
but	9	O
also	9	O
suggest	9	O
that	5	O
it	5	O
requires	5	O
further	9	O
specification	5	O
and	5	O
replication	9	O
.	9	O

Effect	0	O
of	5	O
fucoidan	0	B-Chemical
treatment	9	O
on	5	O
collagenase	0	O
-	7	O
induced	3	O
intracerebral	5	B-Disease
hemorrhage	5	I-Disease
in	5	O
rats	9	O
.	9	O

Inflammatory	9	O
cells	3	O
are	5	O
postulated	9	O
to	5	O
mediate	3	O
some	5	O
of	5	O
the	5	O
brain	5	B-Disease
damage	9	I-Disease
following	9	O
ischemic	9	B-Disease
stroke	5	I-Disease
.	9	O

Intracerebral	5	B-Disease
hemorrhage	5	I-Disease
is	5	O
associated	9	O
with	5	O
more	5	O
inflammation	9	B-Disease
than	5	O
ischemic	9	B-Disease
stroke	5	I-Disease
.	9	O

We	9	O
tested	9	O
the	5	O
sulfated	0	O
polysaccharide	0	O
fucoidan	0	B-Chemical
,	9	O
which	5	O
has	9	O
been	9	O
reported	9	O
to	5	O
reduce	5	O
inflammatory	3	O
brain	5	B-Disease
damage	9	I-Disease
,	9	O
in	5	O
a	5	O
rat	3	O
model	5	O
of	5	O
intracerebral	5	B-Disease
hemorrhage	5	I-Disease
induced	3	O
by	9	O
injection	9	O
of	5	O
bacterial	9	O
collagenase	0	O
into	9	O
the	5	O
caudate	5	O
nucleus	9	O
.	9	O

Rats	9	O
were	9	O
treated	3	O
with	5	O
seven	9	O
day	9	O
intravenous	0	O
infusion	0	O
of	5	O
fucoidan	0	B-Chemical
(	9	O
30	9	O
micrograms	0	O
h	0	O
-	7	O
1	9	O
)	9	O
or	5	O
vehicle	3	O
.	9	O

The	5	O
hematoma	5	B-Disease
was	9	O
assessed	9	O
in	5	O
vivo	3	O
by	9	O
magnetic	0	O
resonance	5	O
imaging	5	O
.	9	O

Motor	5	O
behavior	5	O
,	9	O
passive	5	O
avoidance	5	O
,	9	O
and	5	O
skilled	5	O
forelimb	5	O
function	9	O
were	9	O
tested	9	O
repeatedly	5	O
for	5	O
six	9	O
weeks	9	O
.	9	O

Fucoidan	0	B-Chemical
-	7	O
treated	3	O
rats	9	O
exhibited	9	O
evidence	9	O
of	5	O
impaired	9	B-Disease
blood	9	I-Disease
clotting	5	I-Disease
and	5	O
hemodilution	5	B-Disease
,	9	O
had	9	O
larger	5	O
hematomas	5	B-Disease
,	9	O
and	5	O
tended	5	O
to	5	O
have	5	O
less	5	O
inflammation	9	B-Disease
in	5	O
the	5	O
vicinity	9	O
of	5	O
the	5	O
hematoma	5	B-Disease
after	9	O
three	9	O
days	9	O
.	9	O

They	5	O
showed	9	O
significantly	9	O
more	5	O
rapid	5	O
improvement	5	O
of	5	O
motor	5	O
function	9	O
in	5	O
the	5	O
first	9	O
week	9	O
following	9	O
hemorrhage	5	B-Disease
and	5	O
better	5	O
memory	5	O
retention	9	O
in	5	O
the	5	O
passive	5	O
avoidance	5	O
test	5	O
.	9	O

Acute	5	O
white	9	B-Disease
matter	5	I-Disease
edema	5	I-Disease
and	5	O
eventual	5	O
neuronal	3	B-Disease
loss	9	I-Disease
in	5	O
the	5	O
striatum	9	O
adjacent	9	O
to	5	O
the	5	O
hematoma	5	B-Disease
did	9	O
not	5	O
differ	9	O
between	5	O
the	5	O
two	5	O
groups	9	O
.	9	O

Investigation	9	O
of	5	O
more	5	O
specific	9	O
anti	3	O
-	7	O
inflammatory	3	O
agents	5	O
and	5	O
hemodiluting	9	O
agents	5	O
are	5	O
warranted	9	O
in	5	O
intracerebral	5	B-Disease
hemorrhage	5	I-Disease
.	9	O

Recurarization	_	O
in	5	O
the	5	O
recovery	9	O
room	9	O
.	9	O

A	9	O
case	5	O
of	5	O
recurarization	5	O
in	5	O
the	5	O
recovery	9	O
room	9	O
is	5	O
reported	9	O
.	9	O

Accumulation	9	O
of	5	O
atracurium	0	B-Chemical
in	5	O
the	5	O
intravenous	0	O
line	9	O
led	9	O
to	5	O
recurarization	5	O
after	9	O
flushing	5	O
the	5	O
line	9	O
in	5	O
the	5	O
recovery	9	O
room	9	O
.	9	O

A	9	O
respiratory	5	B-Disease
arrest	3	I-Disease
with	5	O
severe	5	O
desaturation	5	B-Disease
and	5	O
bradycardia	5	B-Disease
occurred	9	O
.	9	O

Circumstances	5	O
leading	9	O
to	5	O
this	5	O
event	5	O
and	5	O
the	5	O
mechanisms	9	O
enabling	5	O
a	5	O
neuromuscular	5	B-Disease
blockade	3	I-Disease
to	5	O
occur	5	O
,	9	O
following	9	O
the	5	O
administration	9	O
of	5	O
a	5	O
small	9	O
dose	9	O
of	5	O
relaxant	0	O
,	9	O
are	5	O
discussed	5	O
.	9	O

The	5	O
haemodynamic	5	O
effects	9	O
of	5	O
propofol	0	B-Chemical
in	5	O
combination	9	O
with	5	O
ephedrine	0	B-Chemical
in	5	O
elderly	5	O
patients	5	O
(	9	O
ASA	9	O
groups	9	O
3	9	O
and	5	O
4	9	O
)	9	O
.	9	O

The	5	O
marked	9	O
vasodilator	0	O
and	5	O
negative	9	O
inotropic	5	O
effects	9	O
of	5	O
propofol	0	B-Chemical
are	5	O
disadvantages	5	O
in	5	O
frail	5	O
elderly	5	O
patients	5	O
.	9	O

We	9	O
investigated	9	O
the	5	O
safety	5	O
and	5	O
efficacy	9	O
of	5	O
adding	0	O
different	9	O
doses	0	O
of	5	O
ephedrine	0	B-Chemical
to	5	O
propofol	0	B-Chemical
in	5	O
order	5	O
to	5	O
obtund	5	O
the	5	O
hypotensive	5	B-Disease
response	9	O
.	9	O

The	5	O
haemodynamic	5	O
effects	9	O
of	5	O
adding	0	O
15	9	O
,	9	O
20	9	O
or	5	O
25	9	O
mg	0	O
of	5	O
ephedrine	0	B-Chemical
to	5	O
200	0	O
mg	0	O
of	5	O
propofol	0	B-Chemical
were	9	O
compared	9	O
to	5	O
control	9	O
in	5	O
40	9	O
ASA	9	O
3	9	O
/	9	O
4	9	O
patients	5	O
over	5	O
60	9	O
years	5	O
presenting	5	O
for	5	O
genito	5	O
-	7	O
urinary	9	O
surgery	5	O
.	9	O

The	5	O
addition	9	O
of	5	O
ephedrine	0	B-Chemical
to	5	O
propofol	0	B-Chemical
appears	9	O
to	5	O
be	5	O
an	5	O
effective	5	O
method	5	O
of	5	O
obtunding	5	O
the	5	O
hypotensive	5	B-Disease
response	9	O
to	5	O
propofol	0	B-Chemical
at	9	O
all	5	O
doses	0	O
used	5	O
in	5	O
this	5	O
study	9	O
.	9	O

However	9	O
,	9	O
marked	9	O
tachycardia	5	B-Disease
associated	9	O
with	5	O
the	5	O
use	5	O
of	5	O
ephedrine	0	B-Chemical
in	5	O
combination	9	O
with	5	O
propofol	0	B-Chemical
occurred	9	O
in	5	O
the	5	O
majority	9	O
of	5	O
patients	5	O
,	9	O
occasionally	5	O
reaching	5	O
high	9	O
levels	3	O
in	5	O
individual	5	O
patients	5	O
.	9	O

Due	5	O
to	5	O
the	5	O
risk	5	O
of	5	O
this	5	O
tachycardia	5	B-Disease
inducing	3	O
myocardial	9	B-Disease
ischemia	9	I-Disease
,	9	O
we	5	O
would	5	O
not	5	O
recommend	5	O
the	5	O
use	5	O
in	5	O
elderly	5	O
patients	5	O
of	5	O
any	5	O
of	5	O
the	5	O
ephedrine	0	B-Chemical
/	9	O
propofol	0	B-Chemical
/	9	O
mixtures	0	O
studied	9	O
.	9	O

Gemcitabine	0	B-Chemical
plus	9	O
vinorelbine	0	B-Chemical
in	5	O
nonsmall	3	B-Disease
cell	3	I-Disease
lung	9	I-Disease
carcinoma	3	I-Disease
patients	5	O
age	5	O
70	9	O
years	5	O
or	5	O
older	5	O
or	5	O
patients	5	O
who	5	O
cannot	5	O
receive	5	O
cisplatin	3	B-Chemical
.	9	O

Oncopaz	_	O
Cooperative	2	O
Group	9	O
.	9	O

BACKGROUND	2	O
:	9	O
Although	9	O
the	5	O
prevalence	5	O
of	5	O
nonsmall	3	B-Disease
cell	3	I-Disease
lung	9	I-Disease
carcinoma	3	I-Disease
(	9	O
NSCLC	3	B-Disease
)	9	O
is	5	O
high	9	O
among	5	O
elderly	5	O
patients	5	O
,	9	O
few	5	O
data	5	O
are	5	O
available	5	O
regarding	5	O
the	5	O
efficacy	9	O
and	5	O
toxicity	9	B-Disease
of	5	O
chemotherapy	5	O
in	5	O
this	5	O
group	9	O
of	5	O
patients	5	O
.	9	O

Recent	9	O
reports	9	O
indicate	9	O
that	5	O
single	9	O
agent	9	O
therapy	5	O
with	5	O
vinorelbine	0	B-Chemical
(	9	O
VNB	4	B-Chemical
)	9	O
or	5	O
gemcitabine	3	B-Chemical
(	9	O
GEM	9	B-Chemical
)	9	O
may	5	O
obtain	5	O
a	5	O
response	9	O
rate	9	O
of	5	O
20	9	O
-	7	O
30	9	O
%	9	O
in	5	O
elderly	5	O
patients	5	O
,	9	O
with	5	O
acceptable	5	O
toxicity	9	B-Disease
and	5	O
improvement	5	O
in	5	O
symptoms	5	O
and	5	O
quality	5	O
of	5	O
life	5	O
.	9	O

In	9	O
the	5	O
current	5	O
study	9	O
the	5	O
efficacy	9	O
and	5	O
toxicity	9	B-Disease
of	5	O
the	5	O
combination	9	O
of	5	O
GEM	9	B-Chemical
and	5	O
VNB	4	B-Chemical
in	5	O
elderly	5	O
patients	5	O
with	5	O
advanced	5	O
NSCLC	3	B-Disease
or	5	O
those	5	O
with	5	O
some	5	O
contraindication	5	O
to	5	O
receiving	9	O
cisplatin	3	B-Chemical
were	9	O
assessed	9	O
.	9	O

METHODS	2	O
:	9	O
Forty	9	O
-	7	O
nine	9	O
patients	5	O
with	5	O
advanced	5	O
NSCLC	3	B-Disease
were	9	O
included	5	O
,	9	O
38	7	O
of	5	O
whom	5	O
were	9	O
age	5	O
>	0	O
/	9	O
=	7	O
70	9	O
years	5	O
and	5	O
11	7	O
were	9	O
age	5	O
<	0	O
70	9	O
years	5	O
but	9	O
who	5	O
had	9	O
some	5	O
contraindication	5	O
to	5	O
receiving	9	O
cisplatin	3	B-Chemical
.	9	O

All	9	O
patients	5	O
were	9	O
evaluable	9	O
for	5	O
response	9	O
and	5	O
toxicity	9	B-Disease
.	9	O

Treatment	9	O
was	9	O
comprised	9	O
of	5	O
VNB	4	B-Chemical
,	9	O
25	9	O
mg	0	O
/	9	O
m	9	O
(	9	O
2	9	O
)	9	O
,	9	O
plus	9	O
GEM	9	B-Chemical
,	9	O
1000	9	O
mg	0	O
/	9	O
m	9	O
(	9	O
2	9	O
)	9	O
,	9	O
both	9	O
on	5	O
Days	9	O
1	9	O
,	9	O
8	9	O
,	9	O
and	5	O
15	9	O
every	5	O
28	7	O
days	9	O
.	9	O

Patients	5	O
received	9	O
a	5	O
minimum	5	O
of	5	O
three	9	O
courses	5	O
unless	9	O
progressive	5	O
disease	5	O
was	9	O
detected	9	O
.	9	O

RESULTS	9	O
:	9	O
One	5	O
hundred	5	O
sixty	5	O
-	7	O
five	9	O
courses	5	O
were	9	O
administered	9	O
,	9	O
with	5	O
a	5	O
median	9	O
of	5	O
3	9	O
.	9	O

6	9	O
courses	5	O
per	9	O
patient	5	O
.	9	O

The	5	O
overall	5	O
response	9	O
rate	9	O
was	9	O
26	7	O
%	9	O
(	9	O
95	7	O
%	9	O
confidence	5	O
interval	5	O
,	9	O
15	9	O
-	7	O
41	7	O
%	9	O
)	9	O
.	9	O

Two	9	O
patients	5	O
attained	9	O
a	5	O
complete	9	O
response	9	O
(	9	O
4	9	O
%	9	O
)	9	O
and	5	O
11	7	O
patients	5	O
(	9	O
22	7	O
%	9	O
)	9	O
achieved	5	O
a	5	O
partial	9	O
response	9	O
.	9	O

Eastern	4	O
Cooperative	2	O
Oncology	2	O
Group	9	O
performance	5	O
status	9	O
improved	5	O
in	5	O
35	9	O
%	9	O
of	5	O
those	5	O
patients	5	O
with	5	O
an	5	O
initial	9	O
value	9	O
>	0	O
0	7	O
,	9	O
whereas	9	O
relief	5	O
of	5	O
at	9	O
least	9	O
1	9	O
symptom	5	O
without	9	O
worsening	5	O
of	5	O
other	5	O
symptoms	5	O
was	9	O
noted	9	O
in	5	O
27	7	O
patients	5	O
(	9	O
55	7	O
%	9	O
)	9	O
.	9	O

The	5	O
median	9	O
time	5	O
to	5	O
progression	9	O
was	9	O
16	9	O
weeks	9	O
and	5	O
the	5	O
1	9	O
-	7	O
year	5	O
survival	9	O
rate	9	O
was	9	O
33	7	O
%	9	O
.	9	O

Toxicity	9	B-Disease
was	9	O
mild	9	O
.	9	O

Six	9	O
patients	5	O
(	9	O
12	9	O
%	9	O
)	9	O
had	9	O
World	5	O
Health	2	O
Organization	2	O
Grade	9	O
3	9	O
-	7	O
4	9	O
neutropenia	5	B-Disease
,	9	O
2	9	O
patients	5	O
(	9	O
4	9	O
%	9	O
)	9	O
had	9	O
Grade	9	O
3	9	O
-	7	O
4	9	O
thrombocytopenia	9	B-Disease
,	9	O
and	5	O
2	9	O
patients	5	O
(	9	O
4	9	O
%	9	O
)	9	O
had	9	O
Grade	9	O
3	9	O
neurotoxicity	9	B-Disease
.	9	O

Three	9	O
patients	5	O
with	5	O
severe	5	O
neutropenia	5	B-Disease
(	9	O
6	9	O
%	9	O
)	9	O
died	9	O
of	5	O
sepsis	9	B-Disease
.	9	O

The	5	O
median	9	O
age	5	O
of	5	O
those	5	O
patients	5	O
developing	5	O
Grade	9	O
3	9	O
-	7	O
4	9	O
neutropenia	5	B-Disease
was	9	O
significantly	9	O
higher	9	O
than	5	O
that	5	O
of	5	O
the	5	O
remaining	9	O
patients	5	O
(	9	O
75	9	O
years	5	O
vs	7	O
.	9	O
72	9	O
years	5	O
;	9	O
P	9	O
=	7	O
0	7	O
.	9	O
047	7	O
)	9	O
.	9	O

CONCLUSIONS	5	O
:	9	O
The	5	O
combination	9	O
of	5	O
GEM	9	B-Chemical
and	5	O
VNB	4	B-Chemical
is	5	O
moderately	9	O
active	9	O
and	5	O
well	9	O
tolerated	9	O
except	9	O
in	5	O
patients	5	O
age	5	O
>	0	O
/	9	O
=	7	O
75	9	O
years	5	O
.	9	O

This	5	O
age	5	O
group	9	O
had	9	O
an	5	O
increased	9	O
risk	5	O
of	5	O
myelosuppression	5	B-Disease
.	9	O

Therefore	9	O
the	5	O
prophylactic	5	O
use	5	O
of	5	O
granulocyte	3	O
-	7	O
colony	9	O
stimulating	9	O
factor	9	O
should	5	O
be	5	O
considered	5	O
with	5	O
this	5	O
treatment	9	O
.	9	O

New	2	O
chemotherapy	5	O
combinations	9	O
with	5	O
higher	9	O
activity	9	O
and	5	O
lower	9	O
toxicity	9	B-Disease
are	5	O
needed	5	O
for	5	O
elderly	5	O
